GEOID,NAME,tot_popE,popm_18t24E,popf_18t24E,pop_3t4E,med_incE,giniE,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_bpE,bp_u18E,pop_o25E,pop_u18E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,year,pop_18t24E,wh_per,bl_per,as_per,his_per,emp_r,hs_18t24_per,es_3t4_per,emp_pubtr_per,bp_per,cbp_per,rohh_per,type
4824768,"Euless city, Texas",52649,2123,2223,1175,54619,0.4255,2937,6365,10268,10479,28263,5364,6089,12121,21315,838,584,61,28178,85,7067,2660,35451,12704,80.6,83.2,63.9,26.7,2014,4346,0.536819312807461,0.101882276966324,0.115652718950028,0.199035119375487,0.636,0.385641969627243,0.0519148936170213,0.0030165377244659,0.134228570343216,0.209382871536524,0.568660567675346,Place
4824768,"Euless city, Texas",53220,2229,2340,1286,54974,0.4308,2876,6386,10662,11623,27825,5129,6116,11752,21119,919,578,170,29028,209,6433,2316,35841,12663,82.6,78,83.4,84.2,2015,4569,0.5228297632469,0.0963735437805336,0.114919203307027,0.218395340097708,0.8205,0.402276209236157,0.132192846034215,0.00719994488080474,0.120875610672679,0.18289504856669,0.556465741749136,Place
4824768,"Euless city, Texas",53675,2133,2236,1170,58606,0.4137,3255,6094,11097,11623,27445,5775,6402,11963,21038,825,693,172,29242,217,6949,2613,36319,12856,82.4,84.3,82.3,82.8,2016,4369,0.511318118304611,0.107591988821612,0.119273404750815,0.216544014904518,0.8295,0.377660791943236,0.147008547008547,0.00742083304835511,0.129464368886819,0.203251400124456,0.568637703203727,Place
4824768,"Euless city, Texas",54135,1900,2076,1283,60558,0.402,3478,6713,10858,11768,27216,6060,6239,11764,21334,708,655,221,30145,294,6306,2101,37569,12590,84.9,87.8,81.1,81.8,2017,3976,0.502743142144638,0.111942366306456,0.115248914750162,0.217382469751547,0.839,0.356136820925553,0.172252533125487,0.0097528611710068,0.116486561374342,0.166878474980143,0.551420268116621,Place
4824768,"Euless city, Texas",55047,1924,1875,1512,63327,0.3938,3268,7081,11906,12292,27248,6421,6393,12283,21707,637,638,170,31033,380,5462,1605,38633,12615,84.5,87,82.4,82,2018,3799,0.494995185932022,0.11664577542827,0.116137119189057,0.223300089014842,0.83975,0.335351408265333,0.112433862433862,0.0122450294847421,0.099224299235199,0.127229488703924,0.565854332703736,Place
4824768,"Euless city, Texas",55763,2150,2061,1378,65921,0.4033,3163,6817,12211,11865,28052,6872,6462,12232,21796,756,639,229,31118,359,5517,1636,38710,12842,86.2,86.7,81.9,81.6,2019,4211,0.503057582985134,0.123235837383211,0.115883291788462,0.212775496296828,0.841,0.359059605794348,0.166182873730044,0.0115367311523877,0.0989365708444668,0.127394486840056,0.561203890622133,Place
4877788,"Westover Hills town, Texas",625,9,6,14,236250,0.525,3,35,204,15,608,0,0,13,248,3,2,3,225,2,18,0,483,127,57.4,55.2,47.7,43.8,2012,15,0.9728,0,0,0.024,0.51025,0.4,0.214285714285714,0.00888888888888889,0.0288,0,0.0524193548387097,Place
4877788,"Westover Hills town, Texas",734,11,7,14,205833,0.5858,3,42,275,3,725,0,3,22,300,0,3,3,253,3,80,32,552,164,45.5,55.7,47.9,39.7,2013,18,0.987738419618529,0,0.00408719346049046,0.00408719346049046,0.472,0,0.214285714285714,0.0118577075098814,0.108991825613079,0.195121951219512,0.0733333333333333,Place
4877788,"Westover Hills town, Texas",635,11,7,8,196250,0.6113,0,36,278,4,628,0,2,20,254,0,3,0,225,3,55,20,481,136,36.5,60.6,53.8,38.6,2014,18,0.988976377952756,0,0.0031496062992126,0.0062992125984252,0.47375,0,0,0.0133333333333333,0.0866141732283465,0.147058823529412,0.078740157480315,Place
4877788,"Westover Hills town, Texas",636,9,5,14,211250,0.5438,0,12,266,3,625,2,3,12,260,0,2,0,224,3,46,23,458,164,63.6,100,37.5,64.7,2015,14,0.982704402515723,0.00314465408805031,0.00471698113207547,0.00471698113207547,0.6645,0,0,0.0133928571428571,0.0723270440251572,0.140243902439024,0.0461538461538462,Place
4877788,"Westover Hills town, Texas",578,7,4,15,165625,0.5753,0,8,212,2,569,2,2,18,245,0,0,0,198,2,49,22,430,137,0,50,41.7,58.3,2016,11,0.984429065743945,0.00346020761245675,0.00346020761245675,0.00346020761245675,0.375,0,0,0.0101010101010101,0.0847750865051903,0.160583941605839,0.0734693877551021,Place
4877788,"Westover Hills town, Texas",628,3,4,7,181429,0.5598,0,3,226,3,615,2,5,9,258,0,0,0,202,0,51,24,470,151,50,37.5,46.9,52.6,2017,7,0.979299363057325,0.00318471337579618,0.00796178343949045,0.00477707006369427,0.4675,0,0,0,0.0812101910828026,0.158940397350993,0.0348837209302326,Place
4877788,"Westover Hills town, Texas",533,9,3,5,228750,0.4926,0,2,193,2,502,2,19,9,216,0,0,0,183,0,6,0,395,126,50,33.3,42.9,54.7,2018,12,0.941838649155722,0.00375234521575985,0.0356472795497186,0.00375234521575985,0.45225,0,0,0,0.0112570356472796,0,0.0416666666666667,Place
4877788,"Westover Hills town, Texas",553,14,3,2,245833,0.5045,0,2,193,2,530,2,12,9,238,0,0,0,196,0,7,0,440,96,30,0,57.1,47.9,2019,17,0.958408679927667,0.00361663652802893,0.0216998191681736,0.00361663652802893,0.3375,0,0,0,0.0126582278481013,0,0.0378151260504202,Place
4815988,"Colleyville city, Texas",23009,817,695,379,157917,0.4263,126,1002,8943,1755,18287,439,2197,333,7937,272,151,44,11447,47,372,108,15391,6088,76,78.6,66.3,33.5,2012,1512,0.794775957234126,0.0190794906340997,0.0954843756790821,0.076274501282107,0.636,0.35978835978836,0.116094986807388,0.00410587926967764,0.0161675865965492,0.0177398160315375,0.0419553987652766,Place
4815988,"Colleyville city, Texas",23465,842,782,450,153021,0.4278,135,1111,8856,1813,18418,360,2454,339,8101,300,167,32,11872,43,355,110,15743,6064,77.8,79.4,69.2,38.6,2013,1624,0.784913701257192,0.0153419987215001,0.104581291284892,0.0772640102279991,0.6625,0.369458128078818,0.0711111111111111,0.00362196765498652,0.0151289154059237,0.0181398416886544,0.0418466855943711,Place
4815988,"Colleyville city, Texas",23928,648,808,464,151169,0.4362,144,1175,9096,1734,19290,351,2109,340,8211,151,159,29,11852,13,424,150,16289,6151,77.7,77.7,69.6,37,2014,1456,0.80616850551655,0.0146690070210632,0.0881394182547643,0.0724674022066199,0.655,0.207417582417582,0.0625,0.00109686128923388,0.017719826145102,0.0243862786538774,0.041407867494824,Place
4815988,"Colleyville city, Texas",24453,713,801,472,152310,0.4356,135,1134,9414,1604,19925,479,2014,314,8456,132,165,26,11868,14,462,183,16943,5954,77.3,67.6,82.1,77.7,2015,1514,0.814828446407394,0.019588598535967,0.0823620823620824,0.0655952234899603,0.76175,0.174372523117569,0.0550847457627119,0.00117964273677115,0.0188933873144399,0.0307356399059456,0.0371333964049196,Place
4815988,"Colleyville city, Texas",24982,604,803,438,162183,0.4209,130,1030,9792,1491,20717,640,1738,371,8621,153,173,19,12453,14,469,119,17408,6118,87.9,78.6,79.6,81.7,2016,1407,0.829277079497238,0.025618445280602,0.0695700904651349,0.0596829717396526,0.8195,0.217484008528785,0.04337899543379,0.00112422709387296,0.0187735169321912,0.0194508009153318,0.0430344507597727,Place
4815988,"Colleyville city, Texas",25557,717,654,460,164682,0.4084,103,1174,9806,1122,21606,725,1737,365,8854,194,149,16,12403,15,567,125,17999,6187,70.9,81.1,75.8,81.3,2017,1371,0.845404390186642,0.0283679618108542,0.0679657236764879,0.043901866416246,0.77275,0.283005105762217,0.0347826086956522,0.00120938482625171,0.0221857025472473,0.0202036528204299,0.0412243053986899,Place
4815988,"Colleyville city, Texas",26037,785,790,581,175369,0.4314,93,1149,9928,633,23375,532,1201,332,8903,196,159,15,12510,25,828,180,18388,6074,75.5,81.6,79.8,77.7,2018,1575,0.897760878749472,0.0204324614971003,0.046126665898529,0.0243115566309483,0.7865,0.248888888888889,0.0258175559380379,0.00199840127897682,0.0318008987210508,0.0296345077378992,0.0372908008536448,Place
4815988,"Colleyville city, Texas",26462,851,620,560,163509,0.439,86,1046,9569,1081,23111,498,1358,375,9311,239,125,0,12679,13,1013,260,18801,6190,72.9,84,77.1,81,2019,1471,0.873365580832892,0.018819439195828,0.0513188723452498,0.0408510316680523,0.7875,0.324949014276003,0,0.00102531745405789,0.0382813090469352,0.0420032310177706,0.0402749436150789,Place
4839916,"Krugerville city, Texas",1517,43,33,46,82115,0.3978,14,268,248,174,1329,2,0,45,542,13,8,0,777,0,23,3,1044,397,88.3,82.2,67.1,26.5,2012,76,0.876071193144364,0.001318391562294,0,0.114700065919578,0.66025,0.342105263157895,0,0,0.015161502966381,0.00755667506297229,0.0830258302583026,Place
4839916,"Krugerville city, Texas",1589,37,36,43,87500,0.379,20,291,262,178,1383,4,0,57,526,8,8,0,825,3,22,3,1053,463,85.5,85.2,78.9,26.8,2013,73,0.870358716173694,0.00251730648206419,0,0.112020138451857,0.691,0.219178082191781,0,0.00363636363636364,0.0138451856513531,0.00647948164146868,0.108365019011407,Place
4839916,"Krugerville city, Texas",1603,43,30,40,97500,0.3637,14,235,311,146,1420,8,0,47,538,8,5,0,862,3,28,7,1093,437,89.8,82.5,80.8,26.9,2014,73,0.885839051777916,0.0049906425452277,0,0.0910792264504055,0.7,0.219178082191781,0,0.00348027842227378,0.0174672489082969,0.0160183066361556,0.087360594795539,Place
4839916,"Krugerville city, Texas",1555,45,37,43,100139,0.3121,33,192,321,87,1425,6,0,48,547,7,11,0,856,3,37,7,1101,372,100,75.7,88.5,89.8,2015,82,0.916398713826366,0.00385852090032154,0,0.0559485530546624,0.885,0.170731707317073,0,0.00350467289719626,0.0237942122186495,0.0188172043010753,0.0877513711151737,Place
4839916,"Krugerville city, Texas",1622,39,60,42,107723,0.2822,37,222,335,96,1485,3,7,53,567,7,16,0,938,3,33,4,1156,367,100,80.3,88,97.5,2016,99,0.915536374845869,0.00184956843403206,0.00431565967940814,0.0591861898890259,0.9145,0.141414141414141,0,0.00319829424307036,0.0203452527743527,0.0108991825613079,0.0934744268077601,Place
4839916,"Krugerville city, Texas",1710,63,66,33,103403,0.3457,39,215,325,76,1583,3,11,65,625,14,28,0,986,4,29,4,1218,363,100,86.3,89.6,98.8,2017,129,0.925730994152047,0.00175438596491228,0.0064327485380117,0.0444444444444444,0.93675,0.217054263565891,0,0.00405679513184584,0.0169590643274854,0.0110192837465565,0.104,Place
4839916,"Krugerville city, Texas",1600,73,65,22,100469,0.3458,39,210,326,72,1477,0,13,66,603,18,27,0,941,0,37,3,1191,271,87.9,82.9,95.5,96.1,2018,138,0.923125,0,0.008125,0.045,0.906,0.260869565217391,0,0,0.023125,0.011070110701107,0.109452736318408,Place
4839916,"Krugerville city, Texas",1699,60,67,16,99821,0.3179,40,238,340,83,1423,141,12,106,672,20,24,0,984,0,39,0,1288,284,92.2,76.4,88.1,94.3,2019,127,0.837551500882872,0.0829899941141848,0.00706297822248381,0.0488522660388464,0.8775,0.31496062992126,0,0,0.0229546792230724,0,0.157738095238095,Place
4838332,"Justin city, Texas",3224,69,167,112,80882,0.3286,106,424,523,338,2800,0,13,177,1070,43,113,3,1666,0,313,99,2137,851,83.2,78.1,69.4,19.5,2012,236,0.86848635235732,0,0.00403225806451613,0.104838709677419,0.6255,0.364406779661017,0.0267857142857143,0,0.0970843672456576,0.116333725029377,0.165420560747664,Place
4838332,"Justin city, Texas",3281,94,128,110,79881,0.3465,139,436,580,336,2843,6,12,207,1138,56,82,4,1683,0,374,102,2236,823,82.8,82.5,66.1,31.2,2013,222,0.866504114599208,0.00182871075891497,0.00365742151782993,0.102407802499238,0.6565,0.504504504504505,0.0363636363636364,0,0.113989637305699,0.123936816524909,0.181898066783831,Place
4838332,"Justin city, Texas",3314,105,135,120,79310,0.3624,124,436,558,302,2858,11,13,289,1124,58,72,0,1661,0,359,93,2245,816,79.4,81.9,64,32.1,2014,240,0.862401931200966,0.00331925165962583,0.00392275196137598,0.0911285455642728,0.6435,0.483333333333333,0,0,0.108328304164152,0.113970588235294,0.25711743772242,Place
4838332,"Justin city, Texas",3351,118,107,98,75898,0.3913,166,437,544,321,2864,29,23,288,1131,60,57,0,1617,0,358,87,2264,837,73.6,76.3,71.5,83.7,2015,225,0.854670247687258,0.00865413309459863,0.00686362279916443,0.0957923008057296,0.76275,0.533333333333333,0,0,0.106833780960907,0.103942652329749,0.254641909814324,Place
4838332,"Justin city, Texas",3422,106,98,60,77813,0.3801,206,370,547,263,2995,40,23,231,1098,43,46,0,1497,4,316,114,2263,926,85.6,78.5,71.9,78.8,2016,204,0.875219170075979,0.0116890707188779,0.00672121566335476,0.0768556399766219,0.787,0.42156862745098,0,0.00267201068804275,0.092343658679135,0.123110151187905,0.210382513661202,Place
4838332,"Justin city, Texas",3529,121,69,80,85333,0.372,171,422,676,279,3063,40,25,217,1136,51,13,0,1678,5,177,40,2403,936,90,87.3,74,78.8,2017,190,0.867951260980448,0.0113346557098328,0.00708415981864551,0.0790592235760839,0.82525,0.536842105263158,0,0.00297973778307509,0.0501558515160102,0.0427350427350427,0.191021126760563,Place
4838332,"Justin city, Texas",3660,104,73,66,91222,0.3686,136,456,708,169,3279,33,10,260,1241,36,16,0,1857,5,229,86,2560,923,90.9,83,69.1,79.2,2018,177,0.895901639344262,0.00901639344262295,0.00273224043715847,0.0461748633879781,0.8055,0.406779661016949,0,0.00269251480883145,0.062568306010929,0.0931744312026002,0.209508460918614,Place
4838332,"Justin city, Texas",3859,124,116,58,88500,0.4022,160,442,791,316,3364,20,18,232,1464,41,6,0,1959,7,270,105,2742,877,89.6,93.2,67.7,84.6,2019,240,0.871728427053641,0.00518268981601451,0.00466442083441306,0.0818864990930293,0.83775,0.341666666666667,0,0.0035732516590097,0.0699663125161959,0.119726339794755,0.158469945355191,Place
4839928,"Krum city, Texas",4185,48,218,135,75917,0.3002,120,787,489,837,3250,28,12,210,1311,8,4,5,2112,3,185,31,2586,1333,81.2,82.9,71.9,14.9,2012,266,0.776583034647551,0.00669056152927121,0.0028673835125448,0.2,0.62725,0.0601503759398496,0.037037037037037,0.00142045454545455,0.044205495818399,0.0232558139534884,0.160183066361556,Place
4839928,"Krum city, Texas",4340,135,184,127,77132,0.3197,152,611,548,760,3413,40,7,232,1335,47,2,7,2144,0,171,36,2507,1514,79.4,77.5,88.5,3.3,2013,319,0.786405529953917,0.00921658986175115,0.00161290322580645,0.175115207373272,0.62175,0.294670846394984,0.0551181102362205,0,0.0394009216589862,0.023778071334214,0.173782771535581,Place
4839928,"Krum city, Texas",4508,111,161,84,79190,0.326,197,617,697,759,3413,40,11,244,1363,43,0,0,2296,0,161,34,2639,1597,83.2,75.6,89.8,11.4,2014,272,0.757098491570541,0.00887311446317658,0.00244010647737356,0.168367346938776,0.65,0.316176470588235,0,0,0.0357142857142857,0.0212899185973701,0.179016874541453,Place
4839928,"Krum city, Texas",4625,157,217,94,77692,0.2937,245,625,719,861,3433,50,13,283,1396,40,0,0,2512,0,145,20,2769,1482,67.9,94.9,83.1,82.4,2015,374,0.74227027027027,0.0108108108108108,0.00281081081081081,0.186162162162162,0.82075,0.213903743315508,0,0,0.0313513513513514,0.0134952766531714,0.202722063037249,Place
4839928,"Krum city, Texas",4771,170,225,91,79233,0.291,273,505,719,1066,3408,55,14,309,1432,40,0,19,2541,0,149,22,2861,1515,72.8,93.7,81.9,83.6,2016,395,0.714315657094949,0.0115279815552295,0.00293439530496751,0.223433242506812,0.83,0.20253164556962,0.208791208791209,0,0.0312303500314399,0.0145214521452145,0.215782122905028,Place
4839928,"Krum city, Texas",4896,240,122,49,77663,0.2974,310,512,930,1118,3443,18,28,290,1537,117,0,21,2668,0,138,0,3029,1505,82.6,100,89,82.8,2017,362,0.703227124183007,0.00367647058823529,0.00571895424836601,0.228349673202614,0.886,0.646408839779006,0.428571428571429,0,0.0281862745098039,0,0.188679245283019,Place
4839928,"Krum city, Texas",4973,219,137,38,80833,0.2769,250,538,1102,1025,3555,73,44,331,1654,137,0,24,2853,0,102,0,3180,1437,84.4,100,92.9,92.2,2018,356,0.714860245324754,0.0146792680474563,0.00884777800120651,0.206113010255379,0.92375,0.769662921348315,0.631578947368421,0,0.020510758093706,0,0.200120918984281,Place
4839928,"Krum city, Texas",5014,208,76,105,74004,0.2984,198,593,1182,837,3819,103,55,331,1733,119,0,38,2733,0,210,0,3412,1318,77.1,93.8,84.4,82.8,2019,284,0.761667331471879,0.0205424810530515,0.0109692859992022,0.166932588751496,0.84525,0.838028169014084,0.361904761904762,0,0.0418827283605904,0,0.190998268897865,Place
4841050,"Lakewood Village city, Texas",521,17,5,3,88125,0.3888,18,56,80,60,416,4,17,17,192,13,0,0,250,0,76,36,355,144,75,85.2,47.5,44.1,2012,22,0.798464491362764,0.00767754318618042,0.0326295585412668,0.115163147792706,0.6295,1.18181818181818,0,0,0.145873320537428,0.25,0.0885416666666667,Place
4841050,"Lakewood Village city, Texas",727,41,8,16,96250,0.4021,23,88,86,190,494,4,11,19,235,38,0,0,340,0,78,33,446,232,78.5,82,49.3,50.7,2013,49,0.679504814305365,0.00550206327372765,0.015130674002751,0.261348005502063,0.65125,1.55102040816327,0,0,0.107290233837689,0.142241379310345,0.0808510638297872,Place
4841050,"Lakewood Village city, Texas",612,22,10,8,93750,0.3897,10,50,106,88,487,3,10,17,221,19,2,0,294,0,65,32,405,175,72.3,83.5,66.7,46.2,2014,32,0.795751633986928,0.00490196078431373,0.0163398692810458,0.143790849673203,0.67175,1.1875,0,0,0.106209150326797,0.182857142857143,0.0769230769230769,Place
4841050,"Lakewood Village city, Texas",584,19,10,9,94375,0.4088,11,54,113,71,503,0,10,9,214,14,6,0,304,0,24,6,416,136,83.9,58.3,74.1,85.7,2015,29,0.861301369863014,0,0.0171232876712329,0.121575342465753,0.755,0.96551724137931,0,0,0.0410958904109589,0.0441176470588235,0.0420560747663551,Place
4841050,"Lakewood Village city, Texas",547,17,12,11,101563,0.4082,12,43,139,35,510,0,2,8,197,9,5,0,287,0,10,0,397,118,85,57.1,79.7,86.2,2016,29,0.93235831809872,0,0.0036563071297989,0.0639853747714808,0.77,0.620689655172414,0,0,0.0182815356489945,0,0.0406091370558376,Place
4841050,"Lakewood Village city, Texas",555,20,16,13,108125,0.4034,7,46,136,40,507,0,4,5,197,10,10,0,293,0,21,0,399,120,82.6,82.4,79.7,93.1,2017,36,0.913513513513514,0,0.00720720720720721,0.0720720720720721,0.8445,0.555555555555556,0,0,0.0378378378378378,0,0.0253807106598985,Place
4841050,"Lakewood Village city, Texas",479,15,20,5,107250,0.4079,9,60,118,6,458,0,5,5,189,5,12,0,251,3,40,8,390,54,84.3,88.2,58.3,82.9,2018,35,0.95615866388309,0,0.0104384133611691,0.0125260960334029,0.78425,0.285714285714286,0,0.0119521912350598,0.0835073068893528,0.148148148148148,0.0264550264550265,Place
4841050,"Lakewood Village city, Texas",562,17,23,7,108333,0.4387,9,82,108,25,522,0,5,6,198,8,11,0,290,3,36,9,434,88,89.2,87.9,68.8,75.2,2019,40,0.928825622775801,0,0.00889679715302491,0.0444839857651246,0.80275,0.4,0,0.0103448275862069,0.0640569395017794,0.102272727272727,0.0303030303030303,Place
4840516,"Lake Dallas city, Texas",7159,255,215,225,66750,0.3681,226,1191,1274,1332,5351,85,140,947,2792,142,44,74,3581,24,345,75,4717,1832,86.3,73.3,88.9,35.4,2012,470,0.747450761279508,0.0118731666433859,0.0195558038832239,0.18605950551753,0.70975,0.604255319148936,0.328888888888889,0.00670203853672159,0.0481910881408018,0.040938864628821,0.339183381088825,Place
4840516,"Lake Dallas city, Texas",7205,254,238,257,67701,0.3545,248,1412,1265,1300,5460,102,110,975,2772,154,61,87,3684,24,359,83,4884,1823,87.9,74.6,91.9,19.8,2013,492,0.757807078417765,0.0141568355308813,0.0152671755725191,0.180430256766135,0.6855,0.626016260162602,0.33852140077821,0.00651465798045603,0.0498265093684941,0.0455293472298409,0.351731601731602,Place
4840516,"Lake Dallas city, Texas",7306,210,268,333,68071,0.3478,230,1443,1327,1382,5614,172,77,1062,2748,116,92,132,3739,24,369,47,4938,1890,86.6,74.4,87.3,20.9,2014,478,0.768409526416644,0.0235422940049275,0.0105392827812757,0.189159594853545,0.673,0.485355648535565,0.396396396396396,0.00641882856378711,0.0505064330687107,0.0248677248677249,0.38646288209607,Place
4840516,"Lake Dallas city, Texas",7465,250,182,382,68933,0.3352,126,1294,1481,1021,5949,341,101,974,2836,128,97,62,3625,20,445,31,5138,1895,84.2,73.6,83.2,75.3,2015,432,0.796918955123912,0.0456798392498326,0.0135298057602143,0.136771600803751,0.79075,0.592592592592593,0.162303664921466,0.00551724137931034,0.0596115204286671,0.0163588390501319,0.343441466854725,Place
4840516,"Lake Dallas city, Texas",7575,288,220,278,68785,0.3213,339,1286,1243,1630,5377,210,129,869,2785,93,68,0,4130,26,555,102,5176,1759,80.4,82.3,89.9,77.9,2016,508,0.70983498349835,0.0277227722772277,0.017029702970297,0.215181518151815,0.82625,0.366141732283465,0,0.0062953995157385,0.0732673267326733,0.0579874928936896,0.312028725314183,Place
4840516,"Lake Dallas city, Texas",7716,235,296,282,72722,0.3432,349,1441,1139,1810,5336,245,120,799,2792,43,87,0,3981,4,767,100,5192,1993,71.4,83.6,81.7,76.8,2017,531,0.691550025920166,0.0317522032141006,0.015552099533437,0.234577501296008,0.78375,0.16195856873823,0,0.00100477267018337,0.0994038361845516,0.0501756146512795,0.286174785100287,Place
4840516,"Lake Dallas city, Texas",7832,246,308,346,67908,0.3609,345,1194,1122,1957,5189,303,112,746,2843,54,95,0,3894,5,1013,111,5131,2147,65,83.8,76.6,76.6,2018,554,0.662538304392237,0.0386874361593463,0.0143003064351379,0.249872318692543,0.755,0.194945848375451,0,0.00128402670775552,0.129341164453524,0.0517000465766185,0.262398874428421,Place
4840516,"Lake Dallas city, Texas",8016,275,237,311,64073,0.3698,610,1378,951,2433,4826,367,109,714,2870,58,53,0,3987,0,976,125,5319,2185,63.2,86.2,69.5,83.1,2019,512,0.602045908183633,0.0457834331337325,0.0135978043912176,0.303517964071856,0.755,0.2265625,0,0,0.121756487025948,0.05720823798627,0.248780487804878,Place
4838080,"Joshua city, Texas",5904,237,122,178,49949,0.3904,550,1010,507,1105,4452,52,26,522,2015,97,8,13,2634,0,975,527,3622,1923,69.5,71.9,80.4,25.8,2012,359,0.754065040650406,0.00880758807588076,0.00440379403794038,0.187161246612466,0.619,0.540389972144847,0.0730337078651685,0,0.165142276422764,0.274050962038482,0.259057071960298,Place
4838080,"Joshua city, Texas",5910,279,89,125,54964,0.401,567,910,518,814,4943,62,26,550,2126,109,16,24,2681,0,1124,580,3751,1791,72.2,75.7,69.6,25.3,2013,368,0.836379018612521,0.0104906937394247,0.00439932318104907,0.137732656514382,0.607,0.592391304347826,0.192,0,0.190186125211506,0.323841429369068,0.258701787394167,Place
4838080,"Joshua city, Texas",5935,257,108,106,52094,0.4415,560,807,528,773,4849,106,18,539,2181,132,16,18,2526,0,1170,585,3654,1916,68.4,77.7,70,24.4,2014,365,0.817017691659646,0.017860151642797,0.00303285593934288,0.130244313395114,0.60125,0.723287671232877,0.169811320754717,0,0.197135636057287,0.305323590814196,0.247134342044934,Place
4838080,"Joshua city, Texas",5966,278,135,87,51653,0.4358,466,967,503,604,5031,123,23,507,2223,132,43,17,2765,0,999,501,3838,1703,74.9,72.6,75.9,76.3,2015,413,0.843278578612135,0.0206168286959437,0.00385517934964801,0.101240362051626,0.74925,0.639225181598063,0.195402298850575,0,0.167448876969494,0.294186729301233,0.228070175438597,Place
4838080,"Joshua city, Texas",6316,194,130,106,51762,0.4398,501,1190,444,738,5147,125,25,508,2334,83,47,23,3013,0,835,378,4108,1842,86.2,69.1,83.5,84.4,2016,324,0.814914502849905,0.0197910069664345,0.00395820139328689,0.116846105129829,0.808,0.512345679012346,0.216981132075472,0,0.132203926535782,0.205211726384365,0.217652099400171,Place
4838080,"Joshua city, Texas",6800,293,142,211,58555,0.4121,394,1226,599,978,5435,75,22,616,2520,121,26,29,3247,0,707,247,4408,1957,91.8,73.9,81.1,84.6,2017,435,0.799264705882353,0.0110294117647059,0.00323529411764706,0.143823529411765,0.8285,0.55632183908046,0.137440758293839,0,0.103970588235294,0.12621359223301,0.244444444444444,Place
4838080,"Joshua city, Texas",7106,302,182,198,58586,0.3963,513,1278,507,1071,5650,101,18,621,2577,91,49,0,3294,0,744,318,4566,2056,94.7,66.6,88.2,81.2,2018,484,0.79510273008725,0.0142133408387278,0.00253307064452575,0.150717703349282,0.82675,0.37603305785124,0,0,0.104700253307064,0.154669260700389,0.240977881257276,Place
4838080,"Joshua city, Texas",7477,467,216,219,57042,0.4065,393,1252,635,883,6363,0,23,880,2763,309,97,0,3689,0,744,313,4696,2098,97.9,81.1,86.8,82.7,2019,683,0.85100976327404,0,0.00307610004012304,0.118095492844724,0.87125,0.904831625183016,0,0,0.0995051491239802,0.149189704480458,0.318494390155628,Place
4837072,"Italy town, Texas",1818,51,75,27,41758,0.4061,167,336,94,282,1286,243,0,177,677,18,8,3,666,0,338,127,1167,521,65.2,66.8,48.5,42.9,2012,126,0.707370737073707,0.133663366336634,0,0.155115511551155,0.5585,0.285714285714286,0.111111111111111,0,0.185918591859186,0.243761996161228,0.261447562776957,Place
4837072,"Italy town, Texas",1917,79,56,29,43958,0.3708,207,299,101,319,1396,199,0,172,702,35,7,5,741,0,313,121,1219,559,67.1,68.8,50,43.3,2013,135,0.728221178925404,0.103808033385498,0,0.16640584246218,0.573,0.518518518518519,0.172413793103448,0,0.163275952008346,0.216457960644007,0.245014245014245,Place
4837072,"Italy town, Texas",1888,87,51,25,41890,0.3813,186,290,105,366,1322,200,0,176,709,49,14,1,703,0,334,146,1192,554,68.9,64.9,54.2,30.9,2014,138,0.70021186440678,0.10593220338983,0,0.19385593220339,0.54725,0.710144927536232,0.04,0,0.176906779661017,0.263537906137184,0.248236953455571,Place
4837072,"Italy town, Texas",1864,93,53,33,41500,0.3785,165,276,117,373,1301,181,0,197,734,48,10,2,782,0,259,67,1194,519,80.2,88.9,67,70.1,2015,146,0.697961373390558,0.0971030042918455,0,0.200107296137339,0.7655,0.657534246575342,0.0606060606060606,0,0.138948497854077,0.129094412331407,0.268392370572207,Place
4837072,"Italy town, Texas",1699,77,54,21,42443,0.3805,145,278,124,351,1183,151,0,195,647,43,15,3,757,0,238,67,1105,463,87.4,81.8,68,73.8,2016,131,0.696291936433196,0.088875809299588,0,0.206592113007652,0.7775,0.656488549618321,0.142857142857143,0,0.140082401412596,0.144708423326134,0.301391035548686,Place
4837072,"Italy town, Texas",1835,91,51,36,43803,0.3574,113,392,113,460,1210,134,0,224,649,56,24,6,781,0,200,63,1172,521,91.4,77.6,70.5,62.1,2017,142,0.659400544959128,0.0730245231607629,0,0.250681198910082,0.754,0.788732394366197,0.166666666666667,0,0.108991825613079,0.120921305182342,0.345146379044684,Place
4837072,"Italy town, Texas",1858,69,63,56,46429,0.3549,111,386,122,547,1098,172,0,238,648,37,35,5,849,0,147,37,1198,528,96.5,71.4,77,65.4,2018,132,0.590958019375673,0.0925726587728741,0,0.294402583423036,0.77575,0.560606060606061,0.0892857142857143,0,0.0791173304628633,0.0700757575757576,0.367283950617284,Place
4837072,"Italy town, Texas",1934,86,75,60,49185,0.3544,139,365,97,565,1105,212,0,274,695,36,43,6,873,0,155,41,1227,546,93.9,76,78,76.6,2019,161,0.571354705274043,0.109617373319545,0,0.292140641158221,0.81125,0.447204968944099,0.1,0,0.0801447776628749,0.0750915750915751,0.394244604316547,Place
