GEOID,NAME,popm_18t24E,popf_18t24E,pop_3t4E,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_o25E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,type,tot_popE_2012,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2017,cbp_per_2018,cbp_per_2019,rohh_per_2012,rohh_per_2017,rohh_per_2018,rohh_per_2019,emp_pubtr_per_2012,emp_pubtr_per_2017,emp_pubtr_per_2018,emp_pubtr_per_2019,es_3t4_per_2012,es_3t4_per_2017,es_3t4_per_2018,es_3t4_per_2019,hs_18t24_per_2012,hs_18t24_per_2017,hs_18t24_per_2018,hs_18t24_per_2019,emp_r_2012,emp_r_2017,emp_r_2018,emp_r_2019,his_per_2012,his_per_2017,his_per_2018,his_per_2019,as_per_2012,as_per_2017,as_per_2018,as_per_2019,bl_per_2012,bl_per_2017,bl_per_2018,bl_per_2019,wh_per_2012,wh_per_2017,wh_per_2018,wh_per_2019,pop_18t24E_2012,pop_18t24E_2017,pop_18t24E_2018,pop_18t24E_2019
75135,ZCTA5 75135,237,266,293,199,1575,527,1115,6326,180,16,490,2373,127,58,144,3377,0,4748,84.3,86.9,80.5,77.9,Zip,,,7725,,,,80029,,,,0.3794,,,,2474,,,,663,,,,273,,,,0.0858252427184466,,,,0.11034761519806,,,,0.206489675516224,,,,0,,,,0.491467576791809,,,,0.504970178926441,,,,0.824,,,,0.144336569579288,,,,0.00207119741100324,,,,0.0233009708737864,,,,0.818899676375404,,,,503,
75137,ZCTA5 75137,1145,935,559,1308,2775,2520,6395,4631,8098,186,1959,6776,557,279,80,9271,56,12694,73.1,78.3,71.3,85.6,Zip,,,19586,,,,62308,,,,0.3815,,,,4812,,,,2252,,,,831,,,,0.114980087817829,,,,0.172693266832918,,,,0.289108618654073,,,,0.00604034084780498,,,,0.143112701252236,,,,0.535576923076923,,,,0.77075,,,,0.326508730726029,,,,0.00949657918921679,,,,0.41345859287246,,,,0.236444399060553,,,,2080,
75141,ZCTA5 75141,558,264,74,1117,1308,164,2255,1276,2128,3,389,1176,246,82,0,1500,0,3770,27.1,30.1,29.8,47.3,Zip,,,5880,,,,37969,,,,0.5151,,,,1288,,,,1093,,,,574,,,,0.185884353741497,,,,0.445652173913043,,,,0.33078231292517,,,,0,,,,0,,,,0.598540145985402,,,,0.33575,,,,0.383503401360544,,,,0.000510204081632653,,,,0.361904761904762,,,,0.217006802721088,,,,822,
75142,ZCTA5 75142,832,711,467,2013,3786,1270,5717,12175,859,0,1532,5781,400,243,86,8393,0,12392,70.1,70.1,82.6,68.3,Zip,,,19059,,,,53931,,,,0.4358,,,,5124,,,,3609,,,,1476,,,,0.189359357783724,,,,0.288056206088993,,,,0.265006054315862,,,,0,,,,0.184154175588865,,,,0.518470511989631,,,,0.72775,,,,0.299963271945013,,,,0,,,,0.0450705703342253,,,,0.638805813526418,,,,1543,
75143,ZCTA5 75143,530,504,249,1206,2682,1091,1812,12062,217,17,1116,5466,272,179,87,5345,27,10187,65.9,78.4,69.5,67.2,Zip,,,14304,,,,46288,,,,0.4376,,,,3083,,,,2368,,,,655,,,,0.165548098434004,,,,0.212455400583847,,,,0.20417124039517,,,,0.00505144995322732,,,,0.349397590361446,,,,0.526112185686654,,,,0.7025,,,,0.126677852348993,,,,0.00118847874720358,,,,0.015170581655481,,,,0.84326062639821,,,,1034,
75146,ZCTA5 75146,895,761,581,1087,2774,2291,3255,2832,12134,76,2409,6783,406,256,55,8730,78,11474,87.1,78.8,83.8,80.2,Zip,,,18986,,,,57346,,,,0.4102,,,,5856,,,,2383,,,,1221,,,,0.125513536289898,,,,0.208504098360656,,,,0.35515258735073,,,,0.00893470790378007,,,,0.0946643717728055,,,,0.490338164251208,,,,0.82475,,,,0.171442115242811,,,,0.00400294954176762,,,,0.639102496576425,,,,0.149162540819551,,,,1656,
75147,ZCTA5 75147,427,235,91,279,1685,487,856,5856,104,35,792,2510,100,145,20,3059,4,4652,100,83.3,84.9,64.8,Zip,,,7052,,,,44559,,,,0.5214,,,,1738,,,,984,,,,337,,,,0.13953488372093,,,,0.193901035673188,,,,0.315537848605578,,,,0.0013076168682576,,,,0.21978021978022,,,,0.302114803625378,,,,0.8325,,,,0.12138400453772,,,,0.0049631310266591,,,,0.0147475893363585,,,,0.830402722631878,,,,662,
75149,ZCTA5 75149,3160,2519,1567,6697,7781,3660,23423,16211,13028,1114,6948,17603,1076,929,189,24627,56,32480,74.5,79.7,78.1,77.2,Zip,,,54979,,,,48441,,,,0.3941,,,,16820,,,,9920,,,,4474,,,,0.180432528783717,,,,0.265992865636147,,,,0.394705447935011,,,,0.00227392699070126,,,,0.120612635609445,,,,0.378939954217292,,,,0.77375,,,,0.426035395332763,,,,0.0202622819622038,,,,0.236963204132487,,,,0.294858036704924,,,,5679,
75150,ZCTA5 75150,3501,3471,2016,6381,9227,5502,27010,17502,14205,2064,11764,21248,1228,1324,392,29654,328,37897,76.7,76.8,79.2,82,Zip,,,62452,,,,52439,,,,0.3993,,,,17583,,,,8351,,,,2942,,,,0.133718695958496,,,,0.167320707501564,,,,0.553652108433735,,,,0.0110609024077696,,,,0.194444444444444,,,,0.352266207687894,,,,0.78675,,,,0.432492153974252,,,,0.0330493819253186,,,,0.227454685198232,,,,0.280247229872542,,,,6972,
75152,ZCTA5 75152,235,332,88,506,858,375,1721,3059,184,8,385,1562,61,24,19,2387,47,2898,89.6,77,83,80.9,Zip,,,5097,,,,62753,,,,0.3824,,,,1632,,,,576,,,,316,,,,0.113007651559741,,,,0.193627450980392,,,,0.246478873239437,,,,0.0196899874319229,,,,0.215909090909091,,,,0.215167548500882,,,,0.82625,,,,0.337649597802629,,,,0.00156955071610751,,,,0.0360996664704728,,,,0.600156955071611,,,,567,
75154,ZCTA5 75154,2145,1598,1028,2872,5522,5142,10743,17211,10447,187,2852,12580,929,477,128,19079,112,25044,79.2,78.9,85.7,78.6,Zip,,,39949,,,,75543,,,,0.3813,,,,11162,,,,3608,,,,1189,,,,0.0903151518185687,,,,0.106522128650779,,,,0.22670906200318,,,,0.00587032863357618,,,,0.124513618677043,,,,0.496393267432541,,,,0.806,,,,0.268917870284613,,,,0.00468096823449899,,,,0.261508423239631,,,,0.430824300983754,,,,3743,
75155,ZCTA5 75155,113,115,123,415,466,73,1333,1406,55,0,136,825,31,22,2,1064,0,1671,73.6,82.3,69.1,60.6,Zip,,,2815,,,,49156,,,,0.3826,,,,916,,,,535,,,,296,,,,0.190053285968028,,,,0.323144104803493,,,,0.164848484848485,,,,0,,,,0.016260162601626,,,,0.271929824561404,,,,0.714,,,,0.473534635879218,,,,0,,,,0.019538188277087,,,,0.499467140319716,,,,228,
75156,ZCTA5 75156,634,574,272,1320,2910,1127,1209,14220,334,64,1385,6546,370,230,76,6052,0,11568,65.6,73.9,76.9,66.3,Zip,,,16108,,,,47311,,,,0.4826,,,,3332,,,,3051,,,,1137,,,,0.189408989322076,,,,0.341236494597839,,,,0.211579590589673,,,,0,,,,0.279411764705882,,,,0.612582781456954,,,,0.70675,,,,0.0750558728582071,,,,0.00397318102806059,,,,0.0207350384901912,,,,0.882791159672213,,,,1208,
75157,ZCTA5 75157,6,5,5,37,48,6,49,145,28,0,16,89,5,2,0,89,0,158,87.5,72.2,81.3,65.5,Zip,,,240,,,,36750,,,,0.4844,,,,71,,,,67,,,,28,,,,0.279166666666667,,,,0.394366197183099,,,,0.179775280898876,,,,0,,,,0,,,,0.909090909090909,,,,0.76625,,,,0.204166666666667,,,,0,,,,0.116666666666667,,,,0.604166666666667,,,,11,
75158,ZCTA5 75158,57,109,129,172,861,379,265,3364,70,9,141,1373,31,19,0,1628,2,2797,90.8,59.3,74.6,79.9,Zip,,,3859,,,,60202,,,,0.4391,,,,896,,,,685,,,,258,,,,0.177507126198497,,,,0.287946428571429,,,,0.102694828841952,,,,0.00122850122850123,,,,0,,,,0.373493975903614,,,,0.7615,,,,0.0686706400621923,,,,0.00233221041720653,,,,0.0181394143560508,,,,0.871728427053641,,,,166,
75159,ZCTA5 75159,924,603,489,3003,3629,1168,7499,8712,2847,101,1528,5286,270,175,68,7161,2,12709,53.3,56.5,63.5,55.4,Zip,,,19469,,,,51382,,,,0.4228,,,,5233,,,,2326,,,,1066,,,,0.119471981098156,,,,0.203707242499522,,,,0.289065455921302,,,,0.000279290601871247,,,,0.139059304703477,,,,0.353634577603143,,,,0.57175,,,,0.385176434331501,,,,0.00518773434691047,,,,0.146232472135189,,,,0.447480610200832,,,,1527,
75160,ZCTA5 75160,1201,1189,682,2068,4247,2159,6130,13804,4255,374,3150,8328,449,403,28,10720,32,16705,74.7,75.9,74.5,69.1,Zip,,,25317,,,,50819,,,,0.4565,,,,6222,,,,4782,,,,1686,,,,0.188884938973812,,,,0.270973963355834,,,,0.378242074927954,,,,0.00298507462686567,,,,0.0410557184750733,,,,0.375732217573222,,,,0.7355,,,,0.242129794209425,,,,0.0147726823873287,,,,0.16806888651894,,,,0.54524627720504,,,,2390,
75161,ZCTA5 75161,423,145,74,625,1605,312,1064,4737,1026,0,450,2153,230,89,0,2978,0,4726,40.4,74.6,84,63.4,Zip,,,7005,,,,49670,,,,0.3968,,,,1711,,,,959,,,,289,,,,0.136902212705211,,,,0.168907071887785,,,,0.20901068276823,,,,0,,,,0,,,,0.809859154929578,,,,0.656,,,,0.151891506067095,,,,0,,,,0.146466809421842,,,,0.676231263383298,,,,568,
75164,ZCTA5 75164,24,25,13,45,202,27,156,438,36,0,66,263,17,0,0,302,0,426,100,100,91.8,70.3,Zip,,,643,,,,49899,,,,0.3474,,,,168,,,,101,,,,31,,,,0.157076205287714,,,,0.18452380952381,,,,0.250950570342205,,,,0,,,,0,,,,0.693877551020408,,,,0.90525,,,,0.242612752721617,,,,0,,,,0.0559875583203733,,,,0.681181959564541,,,,49,
75165,ZCTA5 75165,2123,2261,1369,2825,5621,4984,10887,26934,4538,386,5954,15240,678,733,134,20575,128,27905,79.4,77.1,81.9,73.7,Zip,,,43498,,,,65659,,,,0.427,,,,11209,,,,5189,,,,2233,,,,0.119292841050163,,,,0.199214916584887,,,,0.390682414698163,,,,0.00622114216281896,,,,0.097881665449233,,,,0.309306569343066,,,,0.78025,,,,0.250287369534231,,,,0.00887397121706745,,,,0.104326635707389,,,,0.619200882799209,,,,4384,
75166,ZCTA5 75166,163,171,103,47,531,837,526,3066,399,168,197,1318,78,77,6,2239,8,2618,86.3,83.6,82.1,90.3,Zip,,,4297,,,,94375,,,,0.3575,,,,1345,,,,52,,,,11,,,,0.0121014661391669,,,,0.00817843866171004,,,,0.149468892261002,,,,0.00357302367128182,,,,0.058252427184466,,,,0.467065868263473,,,,0.85575,,,,0.122410984407726,,,,0.039097044449616,,,,0.092855480567838,,,,0.713521061205492,,,,334,
75167,ZCTA5 75167,482,368,348,816,1536,1716,1763,9235,465,13,254,3523,155,96,33,5965,34,7602,87.6,85.3,79.6,86.7,Zip,,,11662,,,,98902,,,,0.331,,,,3210,,,,254,,,,40,,,,0.0217801406276796,,,,0.0124610591900312,,,,0.0720976440533636,,,,0.00569991617770327,,,,0.0948275862068965,,,,0.364705882352941,,,,0.848,,,,0.151174755616532,,,,0.00111473160692849,,,,0.0398730920939805,,,,0.791888183844967,,,,850,
75169,ZCTA5 75169,487,496,262,1215,2603,796,912,12050,587,0,1189,5096,338,241,35,5679,0,9868,69.7,85.7,69.7,73.3,Zip,,,13793,,,,46124,,,,0.461,,,,2942,,,,2000,,,,549,,,,0.145001087508156,,,,0.186607749830048,,,,0.233320251177394,,,,0,,,,0.133587786259542,,,,0.687690742624619,,,,0.746,,,,0.0661204959037193,,,,0,,,,0.0425578191836439,,,,0.873631552236642,,,,983,
75172,ZCTA5 75172,188,247,145,754,626,174,2189,853,1170,9,503,1205,82,117,17,1757,0,2623,64.2,65,54.9,62.9,Zip,,,4294,,,,41224,,,,0.3313,,,,1236,,,,1085,,,,453,,,,0.252678155565906,,,,0.366504854368932,,,,0.417427385892116,,,,0,,,,0.117241379310345,,,,0.377011494252874,,,,0.6175,,,,0.509781089892874,,,,0.00209594783418724,,,,0.272473218444341,,,,0.198649278062413,,,,435,
75173,ZCTA5 75173,202,78,129,278,745,514,613,3254,118,30,164,1456,113,30,25,2119,0,2933,87.8,94,76.8,81.9,Zip,,,4131,,,,72284,,,,0.3953,,,,918,,,,438,,,,119,,,,0.106027596223675,,,,0.12962962962963,,,,0.112637362637363,,,,0,,,,0.193798449612403,,,,0.807142857142857,,,,0.85125,,,,0.148390220285645,,,,0.00726216412490922,,,,0.0285645122246429,,,,0.787702735415154,,,,280,
75180,ZCTA5 75180,1465,1150,928,4459,3047,653,13427,4912,4945,269,2469,6202,877,449,185,9702,20,12706,76,78.4,69.2,80.8,Zip,,,23711,,,,46714,,,,0.3883,,,,8390,,,,4670,,,,2211,,,,0.196954999789127,,,,0.263528009535161,,,,0.398097387939374,,,,0.0020614306328592,,,,0.199353448275862,,,,0.67074569789675,,,,0.761,,,,0.566277255282358,,,,0.011344945383999,,,,0.208552992282063,,,,0.207161233182911,,,,2615,
75181,ZCTA5 75181,1370,1331,911,1607,4372,3654,9613,7559,9902,1038,1077,8084,318,513,94,13857,48,17497,71.2,83.3,84.1,82,Zip,,,28882,,,,86242,,,,0.3125,,,,8684,,,,1557,,,,663,,,,0.053909009071394,,,,0.0763473053892216,,,,0.133226125680356,,,,0.00346395323663131,,,,0.103183315038419,,,,0.235468345057386,,,,0.8015,,,,0.33283706114535,,,,0.0359393393809293,,,,0.342843293400734,,,,0.261720102485977,,,,2701,
75182,ZCTA5 75182,182,223,147,211,575,1621,761,3212,469,1543,19,1834,77,36,8,3074,29,4100,80.7,74.3,85.3,90.4,Zip,,,6218,,,,140486,,,,0.3341,,,,1713,,,,110,,,,0,,,,0.0176905757478289,,,,0,,,,0.0103598691384951,,,,0.00943396226415094,,,,0.054421768707483,,,,0.380246913580247,,,,0.82675,,,,0.122386619491798,,,,0.248150530717272,,,,0.0754261820521068,,,,0.516564811836603,,,,405,
75189,ZCTA5 75189,1083,1294,623,1581,4476,3833,6018,18868,1287,233,1361,8731,528,482,162,13302,63,17196,79.2,88.5,81.3,77.7,Zip,,,27179,,,,85207,,,,0.3772,,,,7606,,,,1299,,,,306,,,,0.0477942529158542,,,,0.0402313962661057,,,,0.155881342343374,,,,0.0047361299052774,,,,0.260032102728732,,,,0.444257467395877,,,,0.81675,,,,0.22142094999816,,,,0.00857279517274366,,,,0.0473527355679017,,,,0.69421244343059,,,,2377,
75201,ZCTA5 75201,1214,1148,154,268,769,9139,2097,10349,2409,764,8409,9532,145,37,58,12470,494,12712,91.6,92.9,90.5,74.3,Zip,,,15891,,,,93983,,,,0.496,,,,817,,,,2064,,,,325,,,,0.129884840475741,,,,0.397796817625459,,,,0.882186319765002,,,,0.0396150761828388,,,,0.376623376623377,,,,0.122777307366638,,,,0.87325,,,,0.13196148763451,,,,0.0480775281605941,,,,0.151595242590145,,,,0.651249134730351,,,,2362,
75202,ZCTA5 75202,94,147,0,3,53,1240,250,1257,402,70,1053,1344,18,0,0,1543,126,1675,86.9,86.8,94.7,89.4,Zip,,,2059,,,,83500,,,,0.3925,,,,143,,,,278,,,,84,,,,0.135016998542982,,,,0.587412587412587,,,,0.783482142857143,,,,0.0816591056383668,,,,,,,,0.149377593360996,,,,0.8945,,,,0.121418164157358,,,,0.0339970859640602,,,,0.195240407965032,,,,0.610490529383196,,,,241,
75203,ZCTA5 75203,978,741,402,2959,2584,1730,9205,1482,6315,97,4798,6551,299,126,85,7745,673,10813,71.7,76.4,63.4,72,Zip,,,17301,,,,35266,,,,0.4535,,,,4769,,,,5228,,,,2261,,,,0.302179064793943,,,,0.474103585657371,,,,0.732407266066249,,,,0.0868947708198838,,,,0.211442786069652,,,,0.347876672484002,,,,0.70875,,,,0.532050170510375,,,,0.00560661233454714,,,,0.365007803017167,,,,0.0856597884515346,,,,1719,
75204,ZCTA5 75204,1841,2532,378,1876,1729,14055,7009,16597,3875,2282,13832,17390,331,249,119,21359,700,23100,88.6,87.3,80.9,71.1,Zip,,,30797,,,,74540,,,,0.4883,,,,3324,,,,5463,,,,1489,,,,0.177387407864402,,,,0.447954271961492,,,,0.795399654974123,,,,0.0327730699002762,,,,0.314814814814815,,,,0.151383489595244,,,,0.81975,,,,0.227587102639868,,,,0.0740981264408871,,,,0.125823943890639,,,,0.538916128194305,,,,4373,
75205,ZCTA5 75205,1946,2431,514,93,437,10161,1775,21049,314,1406,3284,9238,602,577,36,11742,96,14971,86.5,79.6,77.6,73.6,Zip,,,24879,,,,146902,,,,0.5712,,,,5531,,,,1136,,,,111,,,,0.0456609992363037,,,,0.0200687036702224,,,,0.355488200909288,,,,0.00817577925396014,,,,0.0700389105058366,,,,0.275074251770619,,,,0.79325,,,,0.0713453113067245,,,,0.0565135254632421,,,,0.0126210860565135,,,,0.8460549057438,,,,4377,
75206,ZCTA5 75206,2395,2120,782,2271,2165,17070,8918,23558,2066,2891,14894,20324,308,227,73,25890,1307,28924,88.7,89.1,85.7,77.9,Zip,,,38375,,,,67500,,,,0.4927,,,,4936,,,,5216,,,,999,,,,0.135921824104235,,,,0.202390599675851,,,,0.732828183428459,,,,0.0504828118964851,,,,0.0933503836317136,,,,0.136434108527132,,,,0.8535,,,,0.232390879478827,,,,0.0753355048859935,,,,0.0538371335504886,,,,0.613889250814332,,,,4515,
75207,ZCTA5 75207,906,175,0,1568,1707,1627,1829,2331,3208,127,1485,1494,302,18,0,1953,19,6558,40.6,34.1,16.9,15.7,Zip,,,7813,,,,76552,,,,0.4407,,,,174,,,,151,,,,0,,,,0.0193267630871624,,,,0,,,,0.993975903614458,,,,0.00972862263184844,,,,,,,,0.558741905642923,,,,0.26825,,,,0.234097017790861,,,,0.0162549596825803,,,,0.410597721745808,,,,0.298348905670037,,,,1081,
75208,ZCTA5 75208,1198,1506,706,4709,3253,5519,20146,7395,1455,316,4816,10380,528,370,122,15379,600,19789,82.2,85.7,83.2,78.8,Zip,,,29720,,,,61051,,,,0.4813,,,,7227,,,,4393,,,,1674,,,,0.147812920592194,,,,0.231631382316314,,,,0.463969171483622,,,,0.0390142401976722,,,,0.172804532577904,,,,0.390532544378698,,,,0.82475,,,,0.6778600269179,,,,0.0106325706594886,,,,0.048956931359354,,,,0.248822341857335,,,,2704,
75209,ZCTA5 75209,429,426,446,841,886,5384,1842,9466,2129,333,2597,6636,220,88,83,7715,115,10823,93.9,84.4,77.1,71.5,Zip,,,14188,,,,86813,,,,0.5746,,,,2510,,,,1226,,,,233,,,,0.0864110515928954,,,,0.0928286852589641,,,,0.391350210970464,,,,0.0149060272197019,,,,0.18609865470852,,,,0.514619883040936,,,,0.81725,,,,0.129828023681985,,,,0.0234705384832253,,,,0.150056385678038,,,,0.667183535382013,,,,855,
75210,ZCTA5 75210,421,374,398,1877,1204,199,3425,79,5019,0,2162,2823,178,114,104,2991,296,5009,64,64.2,72.2,54.8,Zip,,,8578,,,,26727,,,,0.421,,,,2774,,,,3267,,,,1213,,,,0.380858008859874,,,,0.437274693583273,,,,0.765851930570315,,,,0.0989635573386827,,,,0.261306532663317,,,,0.447798742138365,,,,0.638,,,,0.399277220797389,,,,0,,,,0.585101422242947,,,,0.00920960596875729,,,,795,
75211,ZCTA5 75211,5146,5734,2657,16675,11415,2911,66511,6244,5289,466,10946,21846,1922,1906,323,34526,832,44344,79.3,71.9,75.2,69,Zip,,,79010,,,,41154,,,,0.4223,,,,23786,,,,19140,,,,8874,,,,0.242247816732059,,,,0.373076599680484,,,,0.501052824315664,,,,0.0240977813821468,,,,0.121565675573956,,,,0.353308823529412,,,,0.7385,,,,0.841804834831034,,,,0.00589798759650677,,,,0.0669408935577775,,,,0.0790279711428933,,,,10880,
75212,ZCTA5 75212,1162,1783,1245,5041,4049,668,15548,3177,6998,505,3741,7608,379,745,154,9330,463,14469,65.4,74.2,68.5,66.4,Zip,,,26320,,,,32696,,,,0.4744,,,,8906,,,,8032,,,,3363,,,,0.30516717325228,,,,0.377610599595778,,,,0.491719242902208,,,,0.0496248660235799,,,,0.123694779116466,,,,0.257385398981324,,,,0.68625,,,,0.590729483282675,,,,0.0191869300911854,,,,0.265881458966565,,,,0.120706686930091,,,,2945,
75214,ZCTA5 75214,825,1008,1253,1050,1606,14027,5585,24429,2134,966,7332,15887,241,108,54,19078,427,25132,86.1,82.4,84.8,83.6,Zip,,,33906,,,,85211,,,,0.5286,,,,6941,,,,2963,,,,785,,,,0.0873886627735504,,,,0.113096095663449,,,,0.461509410209605,,,,0.0223818010273614,,,,0.043096568236233,,,,0.262956901254774,,,,0.84225,,,,0.164720108535362,,,,0.0284905326490887,,,,0.0629387129121689,,,,0.72049194832773,,,,1833,
75215,ZCTA5 75215,566,718,399,2141,3005,1267,3450,1362,11675,36,4306,6450,109,210,61,6650,593,11323,72.7,68.3,64.1,60.6,Zip,,,16681,,,,28089,,,,0.4944,,,,4074,,,,5457,,,,1793,,,,0.327138660751754,,,,0.440108001963672,,,,0.667596899224806,,,,0.0891729323308271,,,,0.152882205513784,,,,0.169781931464174,,,,0.66425,,,,0.20682213296565,,,,0.0021581439961633,,,,0.699898087644626,,,,0.0816497811881782,,,,1284,
75216,ZCTA5 75216,2065,2462,1746,8765,10205,1583,21739,1482,30490,5,9413,18415,940,871,361,18050,1547,33857,68.1,67.2,62.2,54.6,Zip,,,54150,,,,26326,,,,0.4968,,,,15766,,,,18263,,,,6991,,,,0.337266851338874,,,,0.443422554864899,,,,0.511159380939452,,,,0.0857063711911357,,,,0.206758304696449,,,,0.415286061409322,,,,0.63025,,,,0.40145891043398,,,,9.23361034164358e-05,,,,0.563065558633426,,,,0.0273684210526316,,,,4527,
75217,ZCTA5 75217,4622,4939,3572,18473,12905,1644,60223,5045,21374,137,9210,23629,2034,1742,681,33172,1170,47616,64.5,67.3,69.9,63.7,Zip,,,86896,,,,38225,,,,0.414,,,,29719,,,,24781,,,,11695,,,,0.285179985269748,,,,0.39351929741916,,,,0.389775276143722,,,,0.0352707102375497,,,,0.190649496080627,,,,0.425478506432382,,,,0.6635,,,,0.693046860614988,,,,0.00157659731172896,,,,0.245972196648868,,,,0.0580579083041797,,,,9561,
75218,ZCTA5 75218,601,462,431,852,1785,7550,4806,14443,1512,246,3526,10417,235,88,23,12636,523,17099,78.1,87.7,90.3,77.3,Zip,,,21576,,,,77669,,,,0.4939,,,,3414,,,,1828,,,,486,,,,0.0847237671486837,,,,0.142355008787346,,,,0.338485168474609,,,,0.0413896802785692,,,,0.0533642691415313,,,,0.442144873000941,,,,0.8335,,,,0.222747497219132,,,,0.0114015572858732,,,,0.0700778642936596,,,,0.669401186503522,,,,1063,
75219,ZCTA5 75219,843,805,244,1537,1714,11050,5334,14608,1303,1656,9550,14592,132,91,42,17371,532,19941,92.6,90.5,88.9,84.4,Zip,,,23419,,,,72967,,,,0.5182,,,,1830,,,,2497,,,,510,,,,0.1066228276186,,,,0.278688524590164,,,,0.654468201754386,,,,0.0306257555696275,,,,0.172131147540984,,,,0.160194174757282,,,,0.891,,,,0.227763781544899,,,,0.0707118151927922,,,,0.0556385840556813,,,,0.623767026773133,,,,1648,
75220,ZCTA5 75220,2518,1833,1256,11554,5207,4114,24633,16338,1309,403,9954,14476,667,520,237,22355,1105,26520,80.2,80.3,80.5,81.6,Zip,,,43088,,,,46417,,,,0.5751,,,,12217,,,,8190,,,,3651,,,,0.190076123282584,,,,0.298845870508308,,,,0.687620889748549,,,,0.0494296577946768,,,,0.188694267515924,,,,0.306596184785107,,,,0.8065,,,,0.571690493873004,,,,0.00935295209803193,,,,0.0303796880802079,,,,0.379177497215002,,,,4351,
75223,ZCTA5 75223,680,827,538,3187,1475,1624,10325,2900,1678,96,2182,4589,177,227,120,6914,250,9290,92.4,74.1,79.2,70.6,Zip,,,15128,,,,47790,,,,0.4962,,,,4331,,,,3972,,,,1666,,,,0.262559492332099,,,,0.38466866774417,,,,0.475484855088255,,,,0.0361585189470639,,,,0.223048327137546,,,,0.234903782349038,,,,0.79075,,,,0.682509254362771,,,,0.00634584875727129,,,,0.110920148069804,,,,0.19169751454257,,,,1507,
75224,ZCTA5 75224,2921,2536,1505,6039,4842,2039,24333,3242,9023,511,5676,10994,1008,936,357,14700,929,19680,73.9,62.7,67.8,71.9,Zip,,,37280,,,,40306,,,,0.4623,,,,12143,,,,9523,,,,4262,,,,0.255445278969957,,,,0.35098410606934,,,,0.5162816081499,,,,0.0631972789115646,,,,0.237209302325581,,,,0.369433754810335,,,,0.69075,,,,0.652709227467811,,,,0.0137070815450644,,,,0.242033261802575,,,,0.0869635193133047,,,,5457,
75225,ZCTA5 75225,334,448,667,75,232,9268,974,19219,26,761,2093,8804,18,50,0,9077,27,15091,83.7,76.5,72.1,70,Zip,,,21296,,,,167656,,,,0.5507,,,,5423,,,,668,,,,93,,,,0.0313673929376409,,,,0.0171491794209847,,,,0.237732848705134,,,,0.00297455106312658,,,,0,,,,0.0460358056265985,,,,0.75575,,,,0.0457362885048836,,,,0.0357344102178813,,,,0.00122088655146506,,,,0.902469947407964,,,,782,
75226,ZCTA5 75226,178,194,79,1031,493,998,1995,1644,918,57,1671,1785,63,47,27,2523,168,3702,82.4,78.1,68,63.4,Zip,,,4674,,,,46891,,,,0.3786,,,,600,,,,1603,,,,201,,,,0.342961061189559,,,,0.335,,,,0.936134453781513,,,,0.0665873959571938,,,,0.341772151898734,,,,0.338709677419355,,,,0.72975,,,,0.426829268292683,,,,0.0121951219512195,,,,0.196405648267009,,,,0.351732991014121,,,,372,
75227,ZCTA5 75227,2855,3344,2248,9757,9053,2772,37226,5127,15725,437,7453,17672,1335,1161,240,23691,932,33180,72.8,75.4,72.2,64.5,Zip,,,58995,,,,40975,,,,0.4164,,,,19616,,,,14691,,,,7050,,,,0.249021103483346,,,,0.359400489396411,,,,0.421740606609326,,,,0.0393398336921194,,,,0.106761565836299,,,,0.43071463139216,,,,0.71225,,,,0.6310026273413,,,,0.00740740740740741,,,,0.266548012543436,,,,0.0869056699720315,,,,6199,
75228,ZCTA5 75228,3566,4294,2771,11493,10507,6433,39306,17558,13745,1561,13778,25797,1361,1408,324,34032,1322,44676,78.5,77.7,75.6,78.4,Zip,,,73606,,,,42470,,,,0.4363,,,,21070,,,,15394,,,,6858,,,,0.209140559193544,,,,0.325486473659231,,,,0.534093111602124,,,,0.0388457921955806,,,,0.116925297726453,,,,0.346310432569975,,,,0.7755,,,,0.534005379996196,,,,0.021207510257316,,,,0.186737494226014,,,,0.238540336385621,,,,7860,
75229,ZCTA5 75229,1163,978,904,4678,2175,8406,10789,18746,961,826,3053,10935,374,350,110,17049,240,21908,86.2,88.9,82.1,81.7,Zip,,,31790,,,,93416,,,,0.543,,,,7741,,,,3142,,,,1082,,,,0.0988361119849009,,,,0.139775222839426,,,,0.279195244627343,,,,0.0140770719690304,,,,0.121681415929204,,,,0.34936945352639,,,,0.84725,,,,0.339383453916326,,,,0.0259830135262661,,,,0.0302296319597358,,,,0.589682290028311,,,,2141,
