GEOID,NAME,tot_popE,tot_popM,pop_u18E,pop_u18M,pop_bpE,pop_bpM,bp_u18E,bp_u18M,cbp_perE,cbp_perM,year
48113016622,"Census Tract 166.22, Dallas County, Texas",4069,451,,,1193,181,237,241,19.9,19.8,2018
48113016623,"Census Tract 166.23, Dallas County, Texas",6808,707,,,2234,362,250,160,11.4,7.2,2018
48113016624,"Census Tract 166.24, Dallas County, Texas",3090,269,,,895,167,0,13,0,4.4,2018
48113016625,"Census Tract 166.25, Dallas County, Texas",10471,791,,,3520,498,434,394,12.3,10.6,2018
48113016626,"Census Tract 166.26, Dallas County, Texas",4831,484,,,1451,304,488,297,33.6,15.9,2018
48113016701,"Census Tract 167.01, Dallas County, Texas",7290,939,,,1986,617,279,260,14,13.2,2018
48113016703,"Census Tract 167.03, Dallas County, Texas",11327,811,,,3964,631,1323,484,33.5,10.7,2018
48113016704,"Census Tract 167.04, Dallas County, Texas",4435,472,,,1381,291,329,237,24.1,15.2,2018
48113016705,"Census Tract 167.05, Dallas County, Texas",7161,555,,,2168,412,627,367,28.9,14.4,2018
48113016802,"Census Tract 168.02, Dallas County, Texas",4233,385,,,1165,252,147,120,12.9,10,2018
48113016803,"Census Tract 168.03, Dallas County, Texas",5783,573,,,2292,368,809,467,36.2,20.1,2018
48113016804,"Census Tract 168.04, Dallas County, Texas",7974,759,,,2201,441,230,267,10.5,11.9,2018
48113016902,"Census Tract 169.02, Dallas County, Texas",6087,207,,,1475,197,574,242,44.6,16.5,2018
48113016903,"Census Tract 169.03, Dallas County, Texas",5363,341,,,1497,207,551,244,36.8,16.6,2018
48113017001,"Census Tract 170.01, Dallas County, Texas",10141,949,,,2713,621,625,458,23.3,14.7,2018
48113017003,"Census Tract 170.03, Dallas County, Texas",11794,841,,,3929,575,1015,487,25.8,11.3,2018
48113017004,"Census Tract 170.04, Dallas County, Texas",9997,1037,,,3887,716,1356,569,35.4,12,2018
48113017101,"Census Tract 171.01, Dallas County, Texas",6121,559,,,2040,341,352,233,17.4,10.7,2018
48113017102,"Census Tract 171.02, Dallas County, Texas",5871,585,,,1857,412,595,316,32.5,14.3,2018
48113017201,"Census Tract 172.01, Dallas County, Texas",5636,607,,,1950,326,531,267,27.2,12.9,2018
48113017202,"Census Tract 172.02, Dallas County, Texas",7911,629,,,2763,462,466,285,17,9.6,2018
48113017301,"Census Tract 173.01, Dallas County, Texas",6137,606,,,2275,431,576,384,25.3,14.6,2018
48113017303,"Census Tract 173.03, Dallas County, Texas",7711,705,,,2319,416,389,414,16.8,16.4,2018
48113017304,"Census Tract 173.04, Dallas County, Texas",10408,752,,,3046,503,72,119,2.4,4,2018
48113017305,"Census Tract 173.05, Dallas County, Texas",10399,601,,,3115,367,132,155,4.3,5,2018
48113017306,"Census Tract 173.06, Dallas County, Texas",8339,871,,,2699,328,459,277,17,9.6,2018
48113017400,"Census Tract 174, Dallas County, Texas",5590,600,,,1790,403,824,385,46.2,17.7,2018
48113017500,"Census Tract 175, Dallas County, Texas",3370,518,,,744,261,148,114,19.9,14.7,2018
48113017602,"Census Tract 176.02, Dallas County, Texas",4157,408,,,1455,215,489,241,34.7,14.3,2018
48113017604,"Census Tract 176.04, Dallas County, Texas",3303,293,,,1231,168,287,162,23.3,12.2,2018
48113017605,"Census Tract 176.05, Dallas County, Texas",3773,348,,,1427,229,496,223,34.8,13.9,2018
48113017606,"Census Tract 176.06, Dallas County, Texas",5067,472,,,1736,254,356,208,20.5,12.2,2018
48113017702,"Census Tract 177.02, Dallas County, Texas",7523,690,,,1665,476,384,367,23.1,18,2018
48113017703,"Census Tract 177.03, Dallas County, Texas",5168,495,,,1942,301,513,206,26.4,10.4,2018
48113017704,"Census Tract 177.04, Dallas County, Texas",6087,636,,,2015,305,703,238,36.4,11.8,2018
48113017804,"Census Tract 178.04, Dallas County, Texas",7832,892,,,2075,449,567,256,27.5,11.5,2018
48113017805,"Census Tract 178.05, Dallas County, Texas",4931,590,,,1260,400,325,308,25.8,18.9,2018
48113017806,"Census Tract 178.06, Dallas County, Texas",4641,438,,,1414,307,176,118,12.5,8,2018
48113017807,"Census Tract 178.07, Dallas County, Texas",5954,732,,,1496,410,88,99,5.9,7,2018
48113017808,"Census Tract 178.08, Dallas County, Texas",4354,330,,,1169,190,68,94,5.8,8.3,2018
48113017811,"Census Tract 178.11, Dallas County, Texas",4150,353,,,916,164,143,137,15.6,14.7,2018
48113017812,"Census Tract 178.12, Dallas County, Texas",2219,161,,,531,85,85,81,16,15.1,2018
48113017813,"Census Tract 178.13, Dallas County, Texas",6896,712,,,2041,378,266,214,13.4,11.1,2018
48113017814,"Census Tract 178.14, Dallas County, Texas",5562,505,,,1366,253,57,85,4.2,6.2,2018
48113017900,"Census Tract 179, Dallas County, Texas",5452,426,,,2101,267,287,174,13.7,8.4,2018
48113018001,"Census Tract 180.01, Dallas County, Texas",6572,788,,,1820,374,160,163,8.8,9.2,2018
48113018002,"Census Tract 180.02, Dallas County, Texas",3391,476,,,1108,314,362,288,32.7,21.3,2018
48113018104,"Census Tract 181.04, Dallas County, Texas",7407,681,,,2001,396,140,210,7,9.7,2018
48113018105,"Census Tract 181.05, Dallas County, Texas",6067,515,,,1795,241,207,177,11.5,9.5,2018
48113018110,"Census Tract 181.10, Dallas County, Texas",4907,299,,,774,155,45,71,5.8,8.6,2018
48113018111,"Census Tract 181.11, Dallas County, Texas",6566,479,,,2204,305,1062,505,48.7,19,2018
48113018118,"Census Tract 181.18, Dallas County, Texas",8531,489,,,2378,216,194,202,8.2,8.8,2018
48113018120,"Census Tract 181.20, Dallas County, Texas",4815,335,,,1261,195,116,146,9.2,11.4,2018
48113018121,"Census Tract 181.21, Dallas County, Texas",5290,414,,,1330,234,180,161,13.5,11.4,2018
48113018122,"Census Tract 181.22, Dallas County, Texas",16627,983,,,3987,492,241,240,6,5.8,2018
48113018123,"Census Tract 181.23, Dallas County, Texas",9096,878,,,1915,494,139,134,7.3,7,2018
48113018124,"Census Tract 181.24, Dallas County, Texas",18543,767,,,5340,657,621,484,11.6,8.5,2018
48113018126,"Census Tract 181.26, Dallas County, Texas",6771,732,,,1821,366,136,172,7.5,9.8,2018
48113018127,"Census Tract 181.27, Dallas County, Texas",3017,264,,,991,163,212,112,21.4,11.5,2018
48113018128,"Census Tract 181.28, Dallas County, Texas",6226,537,,,1957,288,333,200,17.1,10.5,2018
48113018129,"Census Tract 181.29, Dallas County, Texas",5176,326,,,1134,242,200,211,18.1,16,2018
48113018130,"Census Tract 181.30, Dallas County, Texas",4357,409,,,1371,281,327,196,24.2,14,2018
48113018132,"Census Tract 181.32, Dallas County, Texas",4983,424,,,1093,231,35,49,3.6,4.9,2018
48113018133,"Census Tract 181.33, Dallas County, Texas",3791,494,,,855,360,80,105,9.6,14.6,2018
48113018134,"Census Tract 181.34, Dallas County, Texas",5559,411,,,1549,209,65,61,4.2,3.8,2018
48113018135,"Census Tract 181.35, Dallas County, Texas",4006,590,,,1047,253,236,283,23.8,24,2018
48113018136,"Census Tract 181.36, Dallas County, Texas",8101,399,,,1329,198,0,19,0,3,2018
48113018137,"Census Tract 181.37, Dallas County, Texas",3887,383,,,898,203,66,63,7.3,7,2018
48113018138,"Census Tract 181.38, Dallas County, Texas",5276,627,,,1550,477,519,449,33.5,21.1,2018
48113018139,"Census Tract 181.39, Dallas County, Texas",8923,397,,,2370,298,153,169,6.5,6.8,2018
48113018140,"Census Tract 181.40, Dallas County, Texas",6018,312,,,1381,136,25,40,1.8,2.9,2018
48113018141,"Census Tract 181.41, Dallas County, Texas",4017,542,,,1175,338,466,300,42.4,19.8,2018
48113018142,"Census Tract 181.42, Dallas County, Texas",3482,293,,,939,153,90,85,9.6,9.5,2018
48113018203,"Census Tract 182.03, Dallas County, Texas",7049,462,,,2366,264,53,49,2.2,2,2018
48113018204,"Census Tract 182.04, Dallas County, Texas",4781,467,,,1770,346,271,170,15.3,9.5,2018
48113018205,"Census Tract 182.05, Dallas County, Texas",4449,403,,,1238,180,229,169,18.5,13.4,2018
48113018206,"Census Tract 182.06, Dallas County, Texas",4716,376,,,1639,200,841,299,51.3,15.7,2018
48113018300,"Census Tract 183, Dallas County, Texas",6642,774,,,1924,462,654,410,34.1,18.7,2018
48113018401,"Census Tract 184.01, Dallas County, Texas",5025,556,,,1748,469,778,462,44.5,19,2018
48113018402,"Census Tract 184.02, Dallas County, Texas",4786,616,,,1384,369,405,298,29.4,17.6,2018
48113018403,"Census Tract 184.03, Dallas County, Texas",1178,132,,,345,112,34,66,9.9,18.5,2018
48113018501,"Census Tract 185.01, Dallas County, Texas",4316,397,,,1499,276,665,350,44.5,19.8,2018
48113018503,"Census Tract 185.03, Dallas County, Texas",6042,668,,,1615,405,972,427,60.2,17.3,2018
48113018505,"Census Tract 185.05, Dallas County, Texas",4507,397,,,1494,318,717,278,48,14.2,2018
48113018506,"Census Tract 185.06, Dallas County, Texas",3888,404,,,909,261,399,224,44,17.5,2018
48113018600,"Census Tract 186, Dallas County, Texas",3729,427,,,1025,325,245,217,24,19,2018
48113018700,"Census Tract 187, Dallas County, Texas",7123,536,,,2293,370,642,280,28,11,2018
48113018801,"Census Tract 188.01, Dallas County, Texas",5235,467,,,1671,287,589,347,35.2,18,2018
48113018802,"Census Tract 188.02, Dallas County, Texas",1483,278,,,428,145,105,69,25.2,16.2,2018
48113018900,"Census Tract 189, Dallas County, Texas",6170,506,,,1679,312,587,308,35.3,15.1,2018
48113019004,"Census Tract 190.04, Dallas County, Texas",6875,812,,,1511,347,252,206,16.7,13.8,2018
48113019013,"Census Tract 190.13, Dallas County, Texas",5705,520,,,2398,401,985,295,41.4,9.9,2018
48113019014,"Census Tract 190.14, Dallas County, Texas",7413,780,,,2271,479,1014,579,45.6,18.7,2018
48113019016,"Census Tract 190.16, Dallas County, Texas",2978,372,,,646,206,300,184,46.4,22.2,2018
48113019018,"Census Tract 190.18, Dallas County, Texas",5643,869,,,1624,493,554,396,34.1,19.2,2018
48113019019,"Census Tract 190.19, Dallas County, Texas",7811,739,,,2373,461,1251,476,53.4,15.4,2018
48113019020,"Census Tract 190.20, Dallas County, Texas",5315,584,,,1018,351,267,238,26.9,21.7,2018
48113019021,"Census Tract 190.21, Dallas County, Texas",7087,558,,,1724,294,128,139,7.6,7.5,2018
48113019023,"Census Tract 190.23, Dallas County, Texas",5156,335,,,1033,218,0,19,0,3.9,2018
48113019024,"Census Tract 190.24, Dallas County, Texas",4551,425,,,794,197,53,54,6.7,6.4,2018
48113019025,"Census Tract 190.25, Dallas County, Texas",4659,249,,,928,116,93,141,10.7,16.6,2018
48113019026,"Census Tract 190.26, Dallas County, Texas",5807,693,,,1110,273,375,284,33.8,19.8,2018
48113019027,"Census Tract 190.27, Dallas County, Texas",5555,535,,,1414,249,291,203,20.8,12.8,2018
48113019028,"Census Tract 190.28, Dallas County, Texas",3498,356,,,710,201,173,145,24.4,17.4,2018
48113019029,"Census Tract 190.29, Dallas County, Texas",6118,630,,,1288,243,184,212,14.4,16.5,2018
48113019031,"Census Tract 190.31, Dallas County, Texas",6048,323,,,1223,120,86,99,7,7.8,2018
48113019032,"Census Tract 190.32, Dallas County, Texas",3869,283,,,1164,193,177,154,15.2,12.8,2018
48113019033,"Census Tract 190.33, Dallas County, Texas",4574,472,,,1242,297,547,284,44,16.4,2018
48113019034,"Census Tract 190.34, Dallas County, Texas",4671,459,,,974,182,247,139,25.5,13.5,2018
48113019035,"Census Tract 190.35, Dallas County, Texas",6556,719,,,2289,453,1106,380,48.3,11.2,2018
48113019036,"Census Tract 190.36, Dallas County, Texas",3193,322,,,715,208,5,9,0.8,1.5,2018
48113019037,"Census Tract 190.37, Dallas County, Texas",3596,244,,,656,105,27,31,4.1,4.7,2018
48113019038,"Census Tract 190.38, Dallas County, Texas",1484,271,,,120,113,7,14,5.8,12.7,2018
48113019039,"Census Tract 190.39, Dallas County, Texas",6634,580,,,1506,258,173,176,11.5,11.4,2018
48113019040,"Census Tract 190.40, Dallas County, Texas",7123,729,,,2134,503,386,239,18.1,11.1,2018
48113019041,"Census Tract 190.41, Dallas County, Texas",3320,241,,,575,150,0,13,0,6.7,2018
48113019042,"Census Tract 190.42, Dallas County, Texas",5018,346,,,1033,194,22,17,2.2,1.9,2018
48113019043,"Census Tract 190.43, Dallas County, Texas",8091,475,,,1515,209,100,74,6.8,5.1,2018
48113019100,"Census Tract 191, Dallas County, Texas",6696,407,,,1503,254,358,201,25.2,12.3,2018
48113019202,"Census Tract 192.02, Dallas County, Texas",5751,565,,,1955,371,692,396,35.4,15.8,2018
48113019203,"Census Tract 192.03, Dallas County, Texas",3950,295,,,894,143,75,96,8.4,10.2,2018
48113019204,"Census Tract 192.04, Dallas County, Texas",9598,917,,,2966,627,675,432,22.9,13,2018
48113019205,"Census Tract 192.05, Dallas County, Texas",4029,210,,,939,115,0,13,0,4.2,2018
48113019206,"Census Tract 192.06, Dallas County, Texas",6827,689,,,906,178,0,19,0,4.3,2018
48113019208,"Census Tract 192.08, Dallas County, Texas",6856,495,,,2556,319,636,256,24.9,9.8,2018
48113019210,"Census Tract 192.10, Dallas County, Texas",4235,265,,,1090,162,31,25,2.8,2.4,2018
48113019211,"Census Tract 192.11, Dallas County, Texas",5723,566,,,1606,480,0,19,0,2.5,2018
48113019212,"Census Tract 192.12, Dallas County, Texas",4354,443,,,1924,337,951,302,49.4,13.5,2018
48113019213,"Census Tract 192.13, Dallas County, Texas",3518,392,,,921,323,617,363,67,24.6,2018
48113019301,"Census Tract 193.01, Dallas County, Texas",3093,212,,,956,110,30,31,3.1,3.2,2018
48113019302,"Census Tract 193.02, Dallas County, Texas",5618,407,,,949,119,0,19,0,4.3,2018
48113019400,"Census Tract 194, Dallas County, Texas",4485,298,,,1220,178,19,28,1.6,2.4,2018
48113019501,"Census Tract 195.01, Dallas County, Texas",7094,464,,,2428,260,26,43,1.1,1.8,2018
48113019502,"Census Tract 195.02, Dallas County, Texas",4649,318,,,1428,193,65,47,4.6,3.5,2018
48113019600,"Census Tract 196, Dallas County, Texas",2195,189,,,542,104,0,13,0,7.1,2018
48113019700,"Census Tract 197, Dallas County, Texas",1930,176,,,475,86,16,24,3.4,5.1,2018
48113019800,"Census Tract 198, Dallas County, Texas",5020,227,,,1369,184,11,17,0.8,1.2,2018
48113019900,"Census Tract 199, Dallas County, Texas",4268,20,,,1216,172,213,164,18.2,13.5,2018
48113020000,"Census Tract 200, Dallas County, Texas",4692,295,,,1462,188,0,13,0,2.7,2018
48113020100,"Census Tract 201, Dallas County, Texas",2252,232,,,560,125,132,79,23.6,12.7,2018
48113020200,"Census Tract 202, Dallas County, Texas",4106,332,,,663,248,480,249,72.4,15.8,2018
48113020300,"Census Tract 203, Dallas County, Texas",2245,265,,,328,116,123,89,37.5,20.8,2018
48113020400,"Census Tract 204, Dallas County, Texas",7886,730,,,530,229,107,114,25.3,24.3,2018
48113020500,"Census Tract 205, Dallas County, Texas",5305,510,,,2060,436,1057,343,58.5,13.3,2018
48113020600,"Census Tract 206, Dallas County, Texas",2235,235,,,446,93,0,13,0,8.6,2018
48113020700,"Census Tract 207, Dallas County, Texas",4523,317,,,518,201,95,126,18.3,21.2,2018
48113980000,"Census Tract 9800, Dallas County, Texas",0,13,,,0,13,0,13,,,2018
48113980100,"Census Tract 9801, Dallas County, Texas",20,28,,,11,15,0,13,0,99.2,2018
48121020103,"Census Tract 201.03, Denton County, Texas",11650,641,,,2440,239,211,129,8.8,5.3,2018
48121020104,"Census Tract 201.04, Denton County, Texas",4893,407,,,1440,230,12,24,0.8,1.7,2018
48121020105,"Census Tract 201.05, Denton County, Texas",10416,939,,,3642,591,380,255,10.4,7,2018
48121020106,"Census Tract 201.06, Denton County, Texas",8220,322,,,2818,199,426,336,15.8,11.8,2018
48121020107,"Census Tract 201.07, Denton County, Texas",7712,340,,,2240,148,25,22,1.1,1,2018
48121020108,"Census Tract 201.08, Denton County, Texas",24483,1103,,,8852,878,315,271,3.6,3,2018
48121020109,"Census Tract 201.09, Denton County, Texas",5951,277,,,2188,170,44,53,2.1,2.5,2018
48121020110,"Census Tract 201.10, Denton County, Texas",5819,321,,,2091,188,69,48,3.3,2.3,2018
48121020111,"Census Tract 201.11, Denton County, Texas",4131,262,,,1611,148,14,21,0.9,1.3,2018
48121020112,"Census Tract 201.12, Denton County, Texas",3697,327,,,1100,163,17,24,1.6,2.2,2018
48121020113,"Census Tract 201.13, Denton County, Texas",12877,1007,,,3853,522,71,110,1.8,2.8,2018
48121020114,"Census Tract 201.14, Denton County, Texas",12401,977,,,3448,552,632,507,18.6,13.8,2018
48121020115,"Census Tract 201.15, Denton County, Texas",5589,403,,,1413,230,127,78,9.2,5.6,2018
48121020202,"Census Tract 202.02, Denton County, Texas",9749,642,,,2258,317,259,307,11.5,13.3,2018
48121020203,"Census Tract 202.03, Denton County, Texas",6420,361,,,1831,220,241,270,13.2,13.8,2018
48121020204,"Census Tract 202.04, Denton County, Texas",4209,307,,,863,117,63,66,7.3,7.1,2018
48121020205,"Census Tract 202.05, Denton County, Texas",1940,181,,,397,98,58,53,14.6,12.6,2018
48121020303,"Census Tract 203.03, Denton County, Texas",14079,788,,,3616,264,256,215,7.1,6,2018
48121020305,"Census Tract 203.05, Denton County, Texas",7683,464,,,1643,231,61,71,3.8,4.5,2018
48121020306,"Census Tract 203.06, Denton County, Texas",6827,459,,,1913,250,117,106,6.1,5.5,2018
48121020307,"Census Tract 203.07, Denton County, Texas",12294,497,,,3767,204,125,102,3.4,2.7,2018
48121020308,"Census Tract 203.08, Denton County, Texas",12535,830,,,3904,443,78,92,2,2.4,2018
48121020309,"Census Tract 203.09, Denton County, Texas",10619,682,,,2888,267,355,254,12.5,8.6,2018
48121020310,"Census Tract 203.10, Denton County, Texas",3784,226,,,137,55,0,13,0,28.2,2018
48121020401,"Census Tract 204.01, Denton County, Texas",9468,627,,,2606,345,474,251,19,9,2018
48121020402,"Census Tract 204.02, Denton County, Texas",5675,384,,,952,127,18,29,1.9,3,2018
48121020403,"Census Tract 204.03, Denton County, Texas",3648,362,,,497,92,122,104,24.5,19.8,2018
48121020503,"Census Tract 205.03, Denton County, Texas",6544,500,,,1671,328,442,306,26.5,16.8,2018
48121020504,"Census Tract 205.04, Denton County, Texas",3267,353,,,966,134,275,145,29.5,14.3,2018
48121020505,"Census Tract 205.05, Denton County, Texas",6045,521,,,1146,249,91,97,8,8.5,2018
48121020506,"Census Tract 205.06, Denton County, Texas",2313,398,,,495,106,12,13,2.4,2.6,2018
48121020601,"Census Tract 206.01, Denton County, Texas",5319,514,,,538,133,237,122,47.3,20,2018
48121020602,"Census Tract 206.02, Denton County, Texas",10099,819,,,2727,381,654,638,24.6,23.2,2018
48121020700,"Census Tract 207, Denton County, Texas",2746,303,,,206,123,38,39,18.4,20.9,2018
48121020800,"Census Tract 208, Denton County, Texas",5604,833,,,696,387,206,146,29.6,17.8,2018
48121020900,"Census Tract 209, Denton County, Texas",4735,331,,,236,68,48,48,25.9,24.1,2018
48121021000,"Census Tract 210, Denton County, Texas",6280,385,,,631,157,130,103,33.7,21.6,2018
48121021100,"Census Tract 211, Denton County, Texas",3042,267,,,162,32,27,30,16.7,16,2018
48121021201,"Census Tract 212.01, Denton County, Texas",6828,621,,,1652,230,291,156,17.8,9.2,2018
48121021202,"Census Tract 212.02, Denton County, Texas",4661,513,,,920,230,197,135,23.8,17.9,2018
48121021301,"Census Tract 213.01, Denton County, Texas",4418,645,,,182,102,44,45,24.2,26.3,2018
48121021303,"Census Tract 213.03, Denton County, Texas",8183,639,,,1975,409,223,185,12.6,10.1,2018
48121021304,"Census Tract 213.04, Denton County, Texas",5454,557,,,828,200,62,84,7.5,10.1,2018
48121021305,"Census Tract 213.05, Denton County, Texas",3876,352,,,659,235,55,51,8.5,7.5,2018
48121021403,"Census Tract 214.03, Denton County, Texas",11958,526,,,3095,438,120,103,4.1,3.5,2018
48121021404,"Census Tract 214.04, Denton County, Texas",8916,654,,,1956,245,83,66,4.3,3.4,2018
48121021405,"Census Tract 214.05, Denton County, Texas",12543,976,,,3796,569,650,568,17.1,13.6,2018
48121021406,"Census Tract 214.06, Denton County, Texas",7674,623,,,2093,291,64,62,3.1,2.9,2018
48121021407,"Census Tract 214.07, Denton County, Texas",7682,581,,,2022,278,122,132,6.1,6.6,2018
48121021408,"Census Tract 214.08, Denton County, Texas",6246,437,,,1670,218,183,163,11.1,9.6,2018
48121021409,"Census Tract 214.09, Denton County, Texas",8459,557,,,1972,408,63,85,3.2,4.5,2018
48121021502,"Census Tract 215.02, Denton County, Texas",4649,371,,,1273,185,341,152,26.8,11.1,2018
48121021505,"Census Tract 215.05, Denton County, Texas",5609,475,,,1207,189,116,102,9.6,8.3,2018
48121021512,"Census Tract 215.12, Denton County, Texas",4881,209,,,1258,98,41,38,3.3,2.9,2018
48121021513,"Census Tract 215.13, Denton County, Texas",3664,197,,,744,152,0,13,0,5.2,2018
48121021514,"Census Tract 215.14, Denton County, Texas",4646,235,,,1075,152,11,19,1,1.8,2018
48121021515,"Census Tract 215.15, Denton County, Texas",14334,764,,,3058,324,39,31,1.3,1,2018
48121021516,"Census Tract 215.16, Denton County, Texas",7773,585,,,1804,262,3,16,0.2,0.9,2018
48121021517,"Census Tract 215.17, Denton County, Texas",3717,400,,,788,155,154,139,19.8,16.5,2018
48121021518,"Census Tract 215.18, Denton County, Texas",3082,277,,,664,168,0,13,0,5.8,2018
48121021519,"Census Tract 215.19, Denton County, Texas",12220,806,,,2928,550,80,92,2.8,3.4,2018
48121021520,"Census Tract 215.20, Denton County, Texas",3923,366,,,1026,154,144,118,14,11.1,2018
48121021521,"Census Tract 215.21, Denton County, Texas",4206,390,,,1110,186,234,163,22.3,15,2018
48121021522,"Census Tract 215.22, Denton County, Texas",3209,264,,,1130,109,6,11,0.5,0.9,2018
48121021523,"Census Tract 215.23, Denton County, Texas",3947,334,,,1028,154,195,140,19,14,2018
48121021524,"Census Tract 215.24, Denton County, Texas",2094,146,,,678,87,0,13,0,5.8,2018
48121021525,"Census Tract 215.25, Denton County, Texas",14008,572,,,5401,334,99,82,1.8,1.5,2018
48121021526,"Census Tract 215.26, Denton County, Texas",7509,261,,,2677,157,40,36,1.5,1.4,2018
48121021527,"Census Tract 215.27, Denton County, Texas",7121,398,,,2426,200,12,18,0.5,0.7,2018
48121021611,"Census Tract 216.11, Denton County, Texas",4551,278,,,1035,136,197,131,19,12.3,2018
48121021612,"Census Tract 216.12, Denton County, Texas",3981,399,,,812,219,41,48,5,5.9,2018
48121021613,"Census Tract 216.13, Denton County, Texas",5487,403,,,1556,264,229,138,14.7,8.5,2018
48121021614,"Census Tract 216.14, Denton County, Texas",4195,281,,,869,169,75,64,8.7,7.4,2018
48121021615,"Census Tract 216.15, Denton County, Texas",4967,253,,,1143,191,121,97,10.8,8.3,2018
48121021616,"Census Tract 216.16, Denton County, Texas",4433,441,,,1039,266,282,208,27.7,16.8,2018
48121021618,"Census Tract 216.18, Denton County, Texas",4071,430,,,991,195,180,121,18.2,12,2018
48121021619,"Census Tract 216.19, Denton County, Texas",2857,355,,,837,230,205,175,24.5,18.4,2018
48121021620,"Census Tract 216.20, Denton County, Texas",2613,343,,,508,172,88,81,17.3,14.7,2018
48121021621,"Census Tract 216.21, Denton County, Texas",3642,283,,,613,114,23,35,3.8,5.8,2018
48121021622,"Census Tract 216.22, Denton County, Texas",5500,389,,,1228,173,40,55,3.3,4.4,2018
48121021623,"Census Tract 216.23, Denton County, Texas",8019,612,,,2110,323,337,254,16,10.5,2018
48121021624,"Census Tract 216.24, Denton County, Texas",7950,731,,,2268,439,301,390,13.3,16.9,2018
48121021625,"Census Tract 216.25, Denton County, Texas",10758,541,,,2662,256,34,47,1.3,1.7,2018
48121021626,"Census Tract 216.26, Denton County, Texas",2718,229,,,623,114,37,40,5.9,6.6,2018
48121021627,"Census Tract 216.27, Denton County, Texas",8200,451,,,798,157,95,99,12.1,12.5,2018
48121021628,"Census Tract 216.28, Denton County, Texas",6291,616,,,1191,292,70,116,5.9,9.5,2018
48121021629,"Census Tract 216.29, Denton County, Texas",7598,567,,,1919,206,83,125,4.3,6.5,2018
48121021630,"Census Tract 216.30, Denton County, Texas",4911,299,,,1114,185,136,147,12.3,12,2018
48121021631,"Census Tract 216.31, Denton County, Texas",5461,236,,,1400,131,55,56,4,4.1,2018
48121021632,"Census Tract 216.32, Denton County, Texas",3590,307,,,751,193,82,115,11.1,14.2,2018
48121021633,"Census Tract 216.33, Denton County, Texas",4750,222,,,872,118,40,49,4.6,5.7,2018
48121021634,"Census Tract 216.34, Denton County, Texas",5668,462,,,1006,322,72,74,7.2,7.1,2018
48121021635,"Census Tract 216.35, Denton County, Texas",4886,459,,,999,283,143,209,14.3,20.5,2018
48121021636,"Census Tract 216.36, Denton County, Texas",7148,532,,,1316,371,283,283,21.8,18.8,2018
48121021637,"Census Tract 216.37, Denton County, Texas",4427,437,,,1077,343,379,319,35.2,21.9,2018
48121021638,"Census Tract 216.38, Denton County, Texas",3854,280,,,753,147,110,93,14.8,12,2018
48121021715,"Census Tract 217.15, Denton County, Texas",4887,309,,,1120,154,69,60,6.2,5.4,2018
48121021716,"Census Tract 217.16, Denton County, Texas",4713,453,,,1124,222,91,114,8.1,10.3,2018
48121021717,"Census Tract 217.17, Denton County, Texas",5996,531,,,1339,308,68,85,5.2,6.3,2018
48121021718,"Census Tract 217.18, Denton County, Texas",11119,610,,,3620,341,49,63,1.4,1.7,2018
48121021719,"Census Tract 217.19, Denton County, Texas",4841,222,,,1114,231,0,13,0,3.6,2018
48121021720,"Census Tract 217.20, Denton County, Texas",3554,137,,,1070,78,0,13,0,3.7,2018
48121021721,"Census Tract 217.21, Denton County, Texas",4294,364,,,964,156,8,13,0.8,1.3,2018
48121021722,"Census Tract 217.22, Denton County, Texas",4415,230,,,1085,133,13,21,1.2,2,2018
48121021723,"Census Tract 217.23, Denton County, Texas",1515,177,,,410,139,126,129,30.7,24.3,2018
48121021724,"Census Tract 217.24, Denton County, Texas",4198,224,,,1126,120,0,13,0,3.5,2018
48121021725,"Census Tract 217.25, Denton County, Texas",3759,206,,,911,133,9,14,1,1.6,2018
48121021726,"Census Tract 217.26, Denton County, Texas",3424,231,,,912,111,32,31,3.5,3.4,2018
48121021727,"Census Tract 217.27, Denton County, Texas",4875,407,,,1364,192,36,32,2.6,2.3,2018
48121021728,"Census Tract 217.28, Denton County, Texas",3509,290,,,978,152,156,143,16.4,14.7,2018
48121021729,"Census Tract 217.29, Denton County, Texas",2997,157,,,812,80,21,22,2.6,2.8,2018
48121021730,"Census Tract 217.30, Denton County, Texas",3774,214,,,956,92,39,51,4.1,5.3,2018
48121021731,"Census Tract 217.31, Denton County, Texas",3579,247,,,814,145,23,21,2.9,2.7,2018
48121021732,"Census Tract 217.32, Denton County, Texas",2265,192,,,536,90,49,39,9.1,7.1,2018
48121021733,"Census Tract 217.33, Denton County, Texas",2994,423,,,778,193,88,77,11.4,11,2018
48121021734,"Census Tract 217.34, Denton County, Texas",3759,490,,,1104,308,484,331,43.8,24.3,2018
48121021735,"Census Tract 217.35, Denton County, Texas",3753,408,,,918,164,68,56,7.5,6.2,2018
48121021736,"Census Tract 217.36, Denton County, Texas",2368,291,,,448,171,0,13,0,8.5,2018
48121021737,"Census Tract 217.37, Denton County, Texas",4530,327,,,805,146,96,112,11.9,12.7,2018
48121021738,"Census Tract 217.38, Denton County, Texas",3145,302,,,554,141,84,76,15.2,13.8,2018
48121021739,"Census Tract 217.39, Denton County, Texas",3435,381,,,880,216,432,211,49.1,18.5,2018
48121021740,"Census Tract 217.40, Denton County, Texas",4683,372,,,938,235,142,135,15.1,14,2018
