GEOID,NAME,tot_popE,tot_popM,pop_u18E,pop_u18M,pop_bpE,pop_bpM,bp_u18E,bp_u18M,cbp_perE,cbp_perM,year
48113007821,"Census Tract 78.21, Dallas County, Texas",3445,634,,,18.3,6.8,132,133,15,14.1,2012
48113007822,"Census Tract 78.22, Dallas County, Texas",1055,299,,,17.8,7.3,0,13,0,21.9,2012
48113007823,"Census Tract 78.23, Dallas County, Texas",895,239,,,3.7,3.9,138,121,100,23.5,2012
48113007824,"Census Tract 78.24, Dallas County, Texas",1545,107,,,3.9,2.6,0,13,0,11.5,2012
48113007825,"Census Tract 78.25, Dallas County, Texas",5460,873,,,11.7,5.2,470,360,29.1,16.8,2012
48113007826,"Census Tract 78.26, Dallas County, Texas",244,117,,,5.3,8.6,0,13,0,88.4,2012
48113007827,"Census Tract 78.27, Dallas County, Texas",2652,375,,,12.6,4,281,172,36.8,22.1,2012
48113007902,"Census Tract 79.02, Dallas County, Texas",5073,544,,,4.4,2.9,249,217,41.4,23.8,2012
48113007903,"Census Tract 79.03, Dallas County, Texas",1716,163,,,10.3,5.1,22,29,9,11.8,2012
48113007906,"Census Tract 79.06, Dallas County, Texas",2257,280,,,3.1,2.1,94,146,16.3,21.6,2012
48113007909,"Census Tract 79.09, Dallas County, Texas",2059,233,,,26.8,8.5,0,13,0,28,2012
48113007910,"Census Tract 79.10, Dallas County, Texas",3130,295,,,16.5,5.5,48,54,21.6,21.4,2012
48113007911,"Census Tract 79.11, Dallas County, Texas",2937,353,,,31.3,8.8,14,23,24.6,42,2012
48113007912,"Census Tract 79.12, Dallas County, Texas",1773,189,,,21.4,7.1,0,13,0,27.4,2012
48113007913,"Census Tract 79.13, Dallas County, Texas",1887,541,,,4.8,3.7,109,140,58.3,38.9,2012
48113007914,"Census Tract 79.14, Dallas County, Texas",2280,308,,,33.8,9.8,0,13,0,43.8,2012
48113008000,"Census Tract 80, Dallas County, Texas",6229,503,,,1.3,0.9,0,18,0,2.5,2012
48113008100,"Census Tract 81, Dallas County, Texas",6467,535,,,5.4,2.6,41,47,3.1,3.7,2012
48113008200,"Census Tract 82, Dallas County, Texas",4176,325,,,4.4,2.1,249,169,24.5,17.7,2012
48113008400,"Census Tract 84, Dallas County, Texas",8709,845,,,11.1,3.1,1140,415,45.5,14.7,2012
48113008500,"Census Tract 85, Dallas County, Texas",5319,398,,,11.8,3.2,738,237,42,12.6,2012
48113008603,"Census Tract 86.03, Dallas County, Texas",1180,238,,,15.8,7.2,246,118,56,29.2,2012
48113008604,"Census Tract 86.04, Dallas County, Texas",2832,445,,,13.7,5.1,609,316,65.8,17.2,2012
48113008701,"Census Tract 87.01, Dallas County, Texas",3945,478,,,6.8,2.9,837,307,67.5,13.8,2012
48113008703,"Census Tract 87.03, Dallas County, Texas",2648,375,,,8.9,4,224,145,35.8,19.5,2012
48113008704,"Census Tract 87.04, Dallas County, Texas",3187,534,,,8.5,2.9,415,228,41.5,18.4,2012
48113008705,"Census Tract 87.05, Dallas County, Texas",1321,158,,,13.4,4.4,2,16,0.9,7.4,2012
48113008801,"Census Tract 88.01, Dallas County, Texas",2274,242,,,7.3,3.7,161,118,35.9,22.9,2012
48113008802,"Census Tract 88.02, Dallas County, Texas",5636,676,,,9.3,3.3,1027,397,61.3,16,2012
48113008900,"Census Tract 89, Dallas County, Texas",3266,549,,,13.8,4.1,566,276,73.8,20.7,2012
48113009000,"Census Tract 90, Dallas County, Texas",8005,798,,,9.9,2.5,1043,389,37.6,11.9,2012
48113009101,"Census Tract 91.01, Dallas County, Texas",5800,658,,,12.1,5,758,386,34.7,15.3,2012
48113009103,"Census Tract 91.03, Dallas County, Texas",3960,499,,,14.8,5.3,604,310,40.5,15.3,2012
48113009104,"Census Tract 91.04, Dallas County, Texas",3577,420,,,13.8,3.1,502,198,46.8,12.7,2012
48113009105,"Census Tract 91.05, Dallas County, Texas",4134,337,,,18,4.8,748,285,54.8,14.8,2012
48113009201,"Census Tract 92.01, Dallas County, Texas",6594,689,,,9.3,3.3,467,223,22.6,10.3,2012
48113009202,"Census Tract 92.02, Dallas County, Texas",5930,536,,,12.3,3.2,854,331,41.5,13.7,2012
48113009301,"Census Tract 93.01, Dallas County, Texas",5266,484,,,10.7,2.8,806,306,43.5,14.1,2012
48113009303,"Census Tract 93.03, Dallas County, Texas",4338,438,,,10.5,3.5,618,275,42.9,17.2,2012
48113009304,"Census Tract 93.04, Dallas County, Texas",6178,883,,,14.3,3.4,1748,506,73,11.3,2012
48113009401,"Census Tract 94.01, Dallas County, Texas",3362,244,,,8,2.7,110,85,16.6,12.3,2012
48113009402,"Census Tract 94.02, Dallas County, Texas",2498,243,,,3.3,1.9,0,13,0,7.6,2012
48113009500,"Census Tract 95, Dallas County, Texas",2188,140,,,2.9,1.8,0,13,0,8.4,2012
48113009603,"Census Tract 96.03, Dallas County, Texas",4536,364,,,3.1,1.3,66,110,5.8,9.2,2012
48113009604,"Census Tract 96.04, Dallas County, Texas",3995,543,,,3.8,2.9,174,194,16.7,17.2,2012
48113009605,"Census Tract 96.05, Dallas County, Texas",3535,416,,,9.1,3.5,313,219,34.7,20.2,2012
48113009607,"Census Tract 96.07, Dallas County, Texas",3996,493,,,7,3.6,93,94,10,11,2012
48113009608,"Census Tract 96.08, Dallas County, Texas",4837,566,,,8,2.5,327,216,29.9,16.5,2012
48113009609,"Census Tract 96.09, Dallas County, Texas",2966,225,,,7.5,2,0,13,0,5.7,2012
48113009610,"Census Tract 96.10, Dallas County, Texas",5580,512,,,14.3,3.3,1067,311,55.4,13.2,2012
48113009611,"Census Tract 96.11, Dallas County, Texas",3429,555,,,11.5,4.3,127,97,16.5,14.4,2012
48113009701,"Census Tract 97.01, Dallas County, Texas",4787,426,,,9,3.2,442,224,32.6,14.9,2012
48113009702,"Census Tract 97.02, Dallas County, Texas",3024,181,,,1.4,1.2,17,28,2.6,4.2,2012
48113009802,"Census Tract 98.02, Dallas County, Texas",6191,583,,,13.2,3.3,880,308,44,12.1,2012
48113009803,"Census Tract 98.03, Dallas County, Texas",2217,318,,,7.9,3.5,125,96,18.9,13.6,2012
48113009804,"Census Tract 98.04, Dallas County, Texas",8116,893,,,11.9,3,1689,547,54.7,11,2012
48113009900,"Census Tract 99, Dallas County, Texas",2779,352,,,9.2,3.4,173,133,25.1,16.5,2012
48113010000,"Census Tract 100, Dallas County, Texas",12336,981,,,17.9,2.5,279,203,37.1,21.1,2012
48113010101,"Census Tract 101.01, Dallas County, Texas",4577,612,,,11.8,3.8,649,292,42.8,14.6,2012
48113010102,"Census Tract 101.02, Dallas County, Texas",3089,408,,,11,4.7,372,218,37,16.8,2012
48113010500,"Census Tract 105, Dallas County, Texas",2911,495,,,12.1,3.9,168,117,18.2,14.2,2012
48113010601,"Census Tract 106.01, Dallas County, Texas",6351,568,,,12,2.7,624,305,30.2,12.8,2012
48113010602,"Census Tract 106.02, Dallas County, Texas",2738,441,,,12.9,2.8,457,144,44.7,14.1,2012
48113010701,"Census Tract 107.01, Dallas County, Texas",4608,538,,,12,3.1,622,378,39.9,19.4,2012
48113010703,"Census Tract 107.03, Dallas County, Texas",3335,327,,,11,2.7,457,234,39.8,18.3,2012
48113010704,"Census Tract 107.04, Dallas County, Texas",4671,537,,,13.4,3.4,689,205,41.2,11.8,2012
48113010801,"Census Tract 108.01, Dallas County, Texas",9622,640,,,10,3,884,445,25.5,12.2,2012
48113010803,"Census Tract 108.03, Dallas County, Texas",6830,752,,,13.8,4.2,288,181,20.2,13.1,2012
48113010804,"Census Tract 108.04, Dallas County, Texas",4523,631,,,6,3.3,628,370,40.3,17.9,2012
48113010805,"Census Tract 108.05, Dallas County, Texas",5703,527,,,7.6,2.3,701,275,33,11.7,2012
48113010902,"Census Tract 109.02, Dallas County, Texas",6034,546,,,12.9,4,759,315,40.5,15.2,2012
48113010903,"Census Tract 109.03, Dallas County, Texas",3183,441,,,17,5.8,199,140,22.3,14,2012
48113010904,"Census Tract 109.04, Dallas County, Texas",3717,705,,,9.5,3.9,554,328,46.4,17.2,2012
48113011001,"Census Tract 110.01, Dallas County, Texas",6129,530,,,8.6,2.8,500,245,36.2,15.6,2012
48113011002,"Census Tract 110.02, Dallas County, Texas",2965,344,,,12.5,4.9,195,158,45.2,26.6,2012
48113011101,"Census Tract 111.01, Dallas County, Texas",3984,467,,,7.6,4,9,14,1.1,1.8,2012
48113011103,"Census Tract 111.03, Dallas County, Texas",3414,525,,,16.9,5.3,305,203,40.5,19.7,2012
48113011104,"Census Tract 111.04, Dallas County, Texas",3526,464,,,8.1,2.5,334,180,36.4,15.1,2012
48113011105,"Census Tract 111.05, Dallas County, Texas",3962,517,,,13.1,3.8,874,358,62.7,14.7,2012
48113011200,"Census Tract 112, Dallas County, Texas",5806,679,,,6.4,3.6,745,384,46.1,18.5,2012
48113011300,"Census Tract 113, Dallas County, Texas",4818,437,,,6.3,2.6,505,186,46.7,14.2,2012
48113011401,"Census Tract 114.01, Dallas County, Texas",5360,645,,,14.7,3,1219,337,58.5,10.5,2012
48113011500,"Census Tract 115, Dallas County, Texas",2068,531,,,10.3,3.9,485,271,70.4,17,2012
48113011601,"Census Tract 116.01, Dallas County, Texas",4987,587,,,11.7,3.1,693,345,39.5,13.4,2012
48113011602,"Census Tract 116.02, Dallas County, Texas",6273,497,,,9.2,2.1,738,312,30.8,13.2,2012
48113011701,"Census Tract 117.01, Dallas County, Texas",7180,659,,,12.6,3.7,1207,458,50.1,14.9,2012
48113011702,"Census Tract 117.02, Dallas County, Texas",4912,521,,,13.9,4.1,423,191,26.6,10.3,2012
48113011800,"Census Tract 118, Dallas County, Texas",10113,956,,,12.2,2.9,2444,651,58.8,11.6,2012
48113011900,"Census Tract 119, Dallas County, Texas",9097,1181,,,14.6,4.8,930,470,35.8,13.9,2012
48113012000,"Census Tract 120, Dallas County, Texas",6765,670,,,12.8,3.9,466,262,21,11.5,2012
48113012100,"Census Tract 121, Dallas County, Texas",6167,570,,,12.5,3.3,924,316,37.3,11.5,2012
48113012204,"Census Tract 122.04, Dallas County, Texas",5909,687,,,4.1,2.1,784,395,55.2,16.6,2012
48113012206,"Census Tract 122.06, Dallas County, Texas",4786,526,,,9.3,2.9,217,218,20.7,18.7,2012
48113012207,"Census Tract 122.07, Dallas County, Texas",7599,755,,,12.4,3.3,916,475,34.6,14.5,2012
48113012208,"Census Tract 122.08, Dallas County, Texas",2488,342,,,13.3,5.2,531,178,65.2,13.9,2012
48113012209,"Census Tract 122.09, Dallas County, Texas",3337,479,,,5.5,2.8,492,236,48.6,15.8,2012
48113012210,"Census Tract 122.10, Dallas County, Texas",4125,633,,,11.2,3.4,750,284,57.3,13.3,2012
48113012211,"Census Tract 122.11, Dallas County, Texas",4484,505,,,13.4,4.1,434,208,29.7,11.6,2012
48113012301,"Census Tract 123.01, Dallas County, Texas",4619,500,,,13.9,5.2,487,291,33.7,15.3,2012
48113012302,"Census Tract 123.02, Dallas County, Texas",7424,642,,,9.2,2.9,1705,539,60.8,14.5,2012
48113012400,"Census Tract 124, Dallas County, Texas",4680,403,,,6.9,2,177,190,19,17.2,2012
48113012500,"Census Tract 125, Dallas County, Texas",7513,723,,,9.1,3.2,525,301,24.3,13.4,2012
48113012601,"Census Tract 126.01, Dallas County, Texas",5766,535,,,14.4,3.7,671,272,40.6,13.6,2012
48113012603,"Census Tract 126.03, Dallas County, Texas",1991,193,,,10.7,5.3,99,83,14.8,12.3,2012
48113012604,"Census Tract 126.04, Dallas County, Texas",6607,838,,,11.5,4,792,478,40.9,18,2012
48113012701,"Census Tract 127.01, Dallas County, Texas",6497,536,,,9.7,2.3,649,385,32.2,16.8,2012
48113012702,"Census Tract 127.02, Dallas County, Texas",3351,486,,,5.9,3.4,341,247,33.4,19.1,2012
48113012800,"Census Tract 128, Dallas County, Texas",7278,615,,,7.7,2.2,241,157,16.8,10.6,2012
48113012900,"Census Tract 129, Dallas County, Texas",4182,327,,,5.5,2.8,40,51,6.2,7.7,2012
48113013004,"Census Tract 130.04, Dallas County, Texas",5961,417,,,3.7,1.9,16,25,1.3,1.9,2012
48113013005,"Census Tract 130.05, Dallas County, Texas",3420,300,,,4.4,3.2,30,33,4.4,4.8,2012
48113013007,"Census Tract 130.07, Dallas County, Texas",3052,453,,,8.7,6.4,163,124,28.6,20.4,2012
48113013008,"Census Tract 130.08, Dallas County, Texas",3356,294,,,5,2.4,332,131,33.4,10.4,2012
48113013009,"Census Tract 130.09, Dallas County, Texas",4471,471,,,8.1,3.4,192,120,16.5,9.4,2012
48113013010,"Census Tract 130.10, Dallas County, Texas",4825,538,,,9.8,4.9,698,285,41.9,15,2012
48113013011,"Census Tract 130.11, Dallas County, Texas",4768,603,,,11.2,4.3,565,305,38.2,16.7,2012
48113013101,"Census Tract 131.01, Dallas County, Texas",2474,197,,,5.3,3.9,0,13,0,7.8,2012
48113013102,"Census Tract 131.02, Dallas County, Texas",1554,189,,,6,4.5,0,13,0,16.4,2012
48113013104,"Census Tract 131.04, Dallas County, Texas",1006,173,,,7.5,7.5,3,7,2,4.5,2012
48113013105,"Census Tract 131.05, Dallas County, Texas",6646,796,,,11.1,4.2,465,280,35.3,22.1,2012
48113013200,"Census Tract 132, Dallas County, Texas",6768,621,,,8.5,3.4,102,106,11.6,11.6,2012
48113013300,"Census Tract 133, Dallas County, Texas",2231,144,,,2.9,3,0,13,0,7.6,2012
48113013400,"Census Tract 134, Dallas County, Texas",2045,190,,,3.3,1.7,0,13,0,6.4,2012
48113013500,"Census Tract 135, Dallas County, Texas",2527,210,,,7.6,5.3,0,13,0,5.6,2012
48113013605,"Census Tract 136.05, Dallas County, Texas",5227,390,,,4.8,1.8,14,26,1.2,2.1,2012
48113013606,"Census Tract 136.06, Dallas County, Texas",5831,461,,,11.8,4.8,132,163,14.5,17.1,2012
48113013607,"Census Tract 136.07, Dallas County, Texas",3494,260,,,7.3,2.7,66,101,9.8,13.8,2012
48113013608,"Census Tract 136.08, Dallas County, Texas",2567,266,,,3.3,2.9,0,13,0,6,2012
48113013609,"Census Tract 136.09, Dallas County, Texas",3722,391,,,7.2,3.3,182,166,15.4,12.4,2012
48113013610,"Census Tract 136.10, Dallas County, Texas",4703,470,,,9.1,3.6,170,186,15.2,15.5,2012
48113013611,"Census Tract 136.11, Dallas County, Texas",2278,258,,,4.9,2.6,20,33,10.2,17.9,2012
48113013615,"Census Tract 136.15, Dallas County, Texas",4532,529,,,12.8,3.3,493,287,39.7,18.5,2012
48113013616,"Census Tract 136.16, Dallas County, Texas",5570,612,,,17.5,5.1,92,144,21.1,28.5,2012
48113013617,"Census Tract 136.17, Dallas County, Texas",2808,206,,,5.7,2.5,150,149,24.5,20.4,2012
48113013618,"Census Tract 136.18, Dallas County, Texas",2450,176,,,6.3,2.2,5,8,0.8,1.4,2012
48113013619,"Census Tract 136.19, Dallas County, Texas",4996,345,,,4.7,1.9,48,74,4.4,6.7,2012
48113013620,"Census Tract 136.20, Dallas County, Texas",4293,431,,,4.3,2.6,35,54,8.1,13.2,2012
48113013621,"Census Tract 136.21, Dallas County, Texas",4205,596,,,10.9,4.8,264,239,32.7,21.6,2012
48113013622,"Census Tract 136.22, Dallas County, Texas",3258,431,,,10.5,7.2,238,315,43.7,40.1,2012
48113013623,"Census Tract 136.23, Dallas County, Texas",6411,664,,,10,3.4,426,293,32.6,19,2012
48113013624,"Census Tract 136.24, Dallas County, Texas",3431,269,,,15.3,5.4,21,34,6.2,10.1,2012
48113013625,"Census Tract 136.25, Dallas County, Texas",3004,478,,,11,5.9,292,183,37.2,19.7,2012
48113013626,"Census Tract 136.26, Dallas County, Texas",2975,429,,,11.7,5.5,238,125,49.2,25.8,2012
48113013711,"Census Tract 137.11, Dallas County, Texas",2862,385,,,10.5,3.1,232,150,22.5,12.5,2012
48113013712,"Census Tract 137.12, Dallas County, Texas",2258,201,,,13.3,3.6,98,107,14,14.2,2012
48113013713,"Census Tract 137.13, Dallas County, Texas",1859,281,,,12.2,3.9,444,183,61.2,18.7,2012
48113013714,"Census Tract 137.14, Dallas County, Texas",6106,549,,,12.2,2.5,384,186,18.7,8.9,2012
48113013715,"Census Tract 137.15, Dallas County, Texas",2304,202,,,10.8,4.7,36,44,5.6,6.5,2012
48113013716,"Census Tract 137.16, Dallas County, Texas",4424,342,,,8.1,2.6,216,154,19.8,13.6,2012
48113013717,"Census Tract 137.17, Dallas County, Texas",2621,291,,,7.5,3.7,215,128,24.6,12.9,2012
48113013718,"Census Tract 137.18, Dallas County, Texas",4686,395,,,11.3,3.4,535,334,33.2,17.2,2012
48113013719,"Census Tract 137.19, Dallas County, Texas",3874,330,,,7.6,3.1,77,91,10.1,11.8,2012
48113013720,"Census Tract 137.20, Dallas County, Texas",5717,437,,,8.4,2.6,457,261,30.4,15,2012
48113013721,"Census Tract 137.21, Dallas County, Texas",5961,402,,,6.8,1.8,34,54,2.9,4.6,2012
48113013722,"Census Tract 137.22, Dallas County, Texas",3700,330,,,6.8,2.9,204,182,28.7,20.3,2012
48113013725,"Census Tract 137.25, Dallas County, Texas",4059,403,,,5.9,2.9,404,269,37.1,20.9,2012
48113013726,"Census Tract 137.26, Dallas County, Texas",3204,486,,,4.5,2.8,149,244,23,31.7,2012
48113013727,"Census Tract 137.27, Dallas County, Texas",3038,277,,,9.6,3.9,19,22,4.4,5.3,2012
48113013803,"Census Tract 138.03, Dallas County, Texas",5617,311,,,6.3,2.3,32,54,2.9,4.9,2012
48113013804,"Census Tract 138.04, Dallas County, Texas",3009,255,,,10.1,2.8,41,49,7,8.3,2012
48113013805,"Census Tract 138.05, Dallas County, Texas",3208,482,,,6.7,4.7,553,284,51.1,18.8,2012
48113013806,"Census Tract 138.06, Dallas County, Texas",2704,272,,,7.4,3.7,139,182,36.8,34.6,2012
48113013901,"Census Tract 139.01, Dallas County, Texas",3166,263,,,10.5,3.7,246,168,25.8,15.3,2012
48113013902,"Census Tract 139.02, Dallas County, Texas",3974,290,,,8.6,2.6,290,165,30.2,15.3,2012
48113014001,"Census Tract 140.01, Dallas County, Texas",4256,372,,,9.4,3,303,264,27.4,20.3,2012
48113014002,"Census Tract 140.02, Dallas County, Texas",187,75,,,0,18.1,7,12,100,100,2012
48113014103,"Census Tract 141.03, Dallas County, Texas",3036,355,,,18.4,5.9,284,199,34.7,19.3,2012
48113014113,"Census Tract 141.13, Dallas County, Texas",4444,550,,,15,7.4,92,147,10.1,15.3,2012
48113014114,"Census Tract 141.14, Dallas County, Texas",3048,368,,,7.3,2.9,123,112,17.2,14.6,2012
48113014115,"Census Tract 141.15, Dallas County, Texas",7353,661,,,10,3.6,478,301,22.3,15.1,2012
48113014116,"Census Tract 141.16, Dallas County, Texas",4089,483,,,11.6,5.1,179,135,23.4,15.9,2012
48113014119,"Census Tract 141.19, Dallas County, Texas",4041,200,,,6.5,2.3,28,41,2.6,3.6,2012
48113014120,"Census Tract 141.20, Dallas County, Texas",5187,247,,,7.1,1.8,0,18,0,2.6,2012
48113014121,"Census Tract 141.21, Dallas County, Texas",5372,345,,,7.8,3.2,99,104,8.9,9.3,2012
48113014123,"Census Tract 141.23, Dallas County, Texas",5895,214,,,5,1.9,65,66,3.3,3.4,2012
48113014124,"Census Tract 141.24, Dallas County, Texas",4040,265,,,6.1,3,30,51,3.2,5.4,2012
48113014126,"Census Tract 141.26, Dallas County, Texas",5683,414,,,4.6,1.8,36,47,1.9,2.4,2012
48113014127,"Census Tract 141.27, Dallas County, Texas",8050,611,,,6.3,2.6,155,133,6.7,5.4,2012
48113014128,"Census Tract 141.28, Dallas County, Texas",3337,328,,,3,2.5,0,13,0,4.5,2012
48113014129,"Census Tract 141.29, Dallas County, Texas",4760,734,,,7.1,4.4,33,55,2.9,4.8,2012
48113014130,"Census Tract 141.30, Dallas County, Texas",3743,693,,,2.6,1.9,0,13,0,5.9,2012
48113014131,"Census Tract 141.31, Dallas County, Texas",4358,403,,,10.3,3.8,19,30,2.3,3.7,2012
48113014132,"Census Tract 141.32, Dallas County, Texas",2358,191,,,6.2,5.4,92,84,15.8,13.2,2012
48113014133,"Census Tract 141.33, Dallas County, Texas",4224,397,,,8.9,4,194,174,19.7,16.1,2012
48113014134,"Census Tract 141.34, Dallas County, Texas",3919,244,,,5.9,2.2,0,13,0,2.8,2012
48113014135,"Census Tract 141.35, Dallas County, Texas",4466,290,,,6.8,2.7,39,65,2.8,4.7,2012
48113014136,"Census Tract 141.36, Dallas County, Texas",5551,481,,,8.6,4.2,94,105,9.1,9.6,2012
48113014137,"Census Tract 141.37, Dallas County, Texas",3122,323,,,5.7,3.2,42,54,8.9,10.3,2012
48113014138,"Census Tract 141.38, Dallas County, Texas",3422,350,,,5,3,48,80,8,13.2,2012
48113014203,"Census Tract 142.03, Dallas County, Texas",3122,358,,,9.8,5,227,246,37,28.7,2012
48113014204,"Census Tract 142.04, Dallas County, Texas",2183,317,,,43.3,9.6,163,119,36.5,27.1,2012
48113014205,"Census Tract 142.05, Dallas County, Texas",1493,163,,,3.4,2.1,0,13,0,12,2012
48113014206,"Census Tract 142.06, Dallas County, Texas",3600,338,,,12.5,4.9,16,24,12.8,18.9,2012
48113014302,"Census Tract 143.02, Dallas County, Texas",6928,463,,,9.7,3.1,201,167,11.4,9.2,2012
48113014306,"Census Tract 143.06, Dallas County, Texas",5706,536,,,9.3,2.3,468,223,25.9,10.6,2012
48113014307,"Census Tract 143.07, Dallas County, Texas",4444,328,,,12.5,3.9,77,76,12.9,12.1,2012
48113014308,"Census Tract 143.08, Dallas County, Texas",4399,491,,,11,4.1,510,281,31.1,14.1,2012
48113014309,"Census Tract 143.09, Dallas County, Texas",4792,521,,,9.3,3.2,993,289,57,12,2012
48113014310,"Census Tract 143.10, Dallas County, Texas",4213,425,,,11.3,3.4,335,176,35.9,16.4,2012
48113014311,"Census Tract 143.11, Dallas County, Texas",4891,569,,,7.2,3.9,174,170,13.9,13.5,2012
48113014312,"Census Tract 143.12, Dallas County, Texas",5055,449,,,8.1,3.5,90,99,8.4,10,2012
48113014403,"Census Tract 144.03, Dallas County, Texas",3650,410,,,13.9,4.9,268,152,24.5,12.2,2012
48113014405,"Census Tract 144.05, Dallas County, Texas",3674,517,,,9.3,2.7,295,186,24.9,15.7,2012
48113014406,"Census Tract 144.06, Dallas County, Texas",4508,530,,,7,3.7,639,310,46.5,16.5,2012
48113014407,"Census Tract 144.07, Dallas County, Texas",4638,460,,,14.1,4.8,303,172,23.2,12.6,2012
48113014408,"Census Tract 144.08, Dallas County, Texas",4514,483,,,8.3,2.8,147,134,10,9.1,2012
48113014501,"Census Tract 145.01, Dallas County, Texas",3575,424,,,9.3,3.9,92,121,8.6,10.9,2012
48113014502,"Census Tract 145.02, Dallas County, Texas",4156,566,,,11.6,3.1,380,199,36.5,14,2012
48113014601,"Census Tract 146.01, Dallas County, Texas",2104,322,,,4.1,2.5,116,122,19.3,18.1,2012
48113014602,"Census Tract 146.02, Dallas County, Texas",5053,577,,,11.2,3.8,261,165,16.7,10,2012
48113014603,"Census Tract 146.03, Dallas County, Texas",1813,327,,,13.4,6.8,181,188,29.9,25.6,2012
48113014701,"Census Tract 147.01, Dallas County, Texas",4256,519,,,10.3,3,649,247,42.2,12.2,2012
48113014702,"Census Tract 147.02, Dallas County, Texas",3875,418,,,8.4,3.2,839,279,59.5,13.2,2012
48113014703,"Census Tract 147.03, Dallas County, Texas",1648,254,,,6.6,4.5,137,105,28.7,17.6,2012
48113014901,"Census Tract 149.01, Dallas County, Texas",1629,292,,,13.1,4.6,244,106,40.2,16.3,2012
48113014902,"Census Tract 149.02, Dallas County, Texas",2398,431,,,6.7,3.9,249,231,34.8,24.7,2012
48113015000,"Census Tract 150, Dallas County, Texas",8178,670,,,9.4,2.7,1033,387,36.7,13.8,2012
